# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】世界初！？ しずくGPT-4お披露目会【JP/EN】
# URL : https://www.youtube.com/watch?v=aRI3TfjZUQg
# 件数: 2243

[-1:47:44] @User_d601f156: 期待待機
[1:51:25] @User_eb6a203c: カメの！！！！勝ち那ぁぁぁぁぁ！！！！
[1:51:25] @User_1e9abcba: #おおお！カメが勝った！
[1:51:26] @User_7ff18484: 有料くるのかと思ったww
[1:51:27] @User_9c0c22ca: #泣いた
[1:51:28] @User_8b194fdc: #こんなにアツイ話だったのか！！！！！！！！
[1:51:28] @User_52e190bd: めっちゃネタバレ喰らったんだけど！！！！！！
[1:51:28] @User_53178a2a: #原作通り！！！！
[1:51:29] @User_b6371201: #やったー！
[1:51:30] @@aki5503: #ここまで引っ張ったのにあっさり終わったww
[1:51:30] @User_2e53ebd6: カメすげええええええ
[1:51:30] @User_bdf38d29: #完結した！
[1:51:32] @User_77080549: #へぇー！
[1:51:32] @User_13ee997b: #かしこい
[1:51:33] @User_3bb3b9f4: #うん、正解！
[1:51:34] @User_76bde2f5: #きた！！！
[1:51:36] @User_f58a5451: #すっきり
[1:51:37] @User_51fe3fff: #これすべらない話だったよね…？
[1:51:38] @User_43d0df47: ドヤ顔かわいい
[1:51:38] @User_8eda09eb: #全米が涙した
[1:51:38] @User_e3333c90: 【速報】カメ、勝つ
[1:51:46] @@aki5503: #祝！完結！！！
[1:51:46] @User_72258c08: #完
[1:51:46] @User_2e53ebd6: ＃本日最大の成果！
[1:51:50] @User_3dd3f650: #賢い！
[1:51:50] @User_13ee997b: うさぎとかめの後日談を教えて
[1:51:52] @User_9c0c22ca: #これで週末むかえられる
[1:51:53] @User_4ef55652: #すべらんなー
[1:51:54] @User_53178a2a: #あとはシュレディンガーの性別のみですね
[1:51:58] @@AIVtuber_Shizuku: # パンパカパンパカポー！パンパカパンパカポー！
[1:52:00] @User_36fcf009: カメがゴール前で子供たちにいじめられて、浦島太郎に助けられて竜宮城へいったためレースは無効になったと聞いていますが
[1:52:04] @User_881fdcb7: なんでそんなに照れてるんですか？
[1:52:09] @User_13ee997b: #パンパカパンパカポー！
[1:52:12] @User_43d0df47: #うさぎとかめでここまで盛り上げられるの強すぎる
[1:52:13] @User_7ff18484: #パンパカパンパカポー！
[1:52:13] @User_3bb3b9f4: #コメント欄のしずくはどうしてしまったんだ
[1:52:15] @User_1e9abcba: #パンパカパンパカポー！
[1:52:18] @User_685690a7: #パンパカパンパカポー！
[1:52:20] @User_76bde2f5: #結果的に滑らない話になって良かった
[1:52:22] @User_eb6a203c: ＃これにはコメントのしずくちゃんも祝福
[1:52:34] @User_8b194fdc: #パンパカパンパカポー！
[1:52:34] @User_9c0c22ca: #NHKニュース速報 うさぎとかめの競争で、かめが勝利
[1:52:36] @User_4de9e7f3: @しずくちゃんのファンマークとかはどうしたらいいですか？
[1:52:39] @User_c3aabf09: #あやまちぇすと？
[1:52:39] @User_52e190bd: #うさぎとかめですら　引き延ばせば盛り上がるんだなぁ　みつを
[1:52:40] @User_53178a2a: #あやまちぇすと
[1:52:41] @User_a50c0606: #あやまちぇすと！！！
[1:52:41] @User_51fe3fff: #あやまちぇすと好き
[1:52:43] @User_13ee997b: #あやまちぇすと！
[1:52:44] @User_8eda09eb: #誤チェスト草
[1:52:46] @User_e3333c90: #誤チェスト（あやまチェスト）
[1:52:46] @User_8b194fdc: #あやまチェストすき
[1:52:48] @User_37b12e58: #一回だけなら誤チェストかもしれない
[1:52:55] @User_77080549: #あやまチェスト好き
[1:52:57] @User_67c2a3fd: 誤チェストとはなんでしょうか？
[1:53:04] @User_8eda09eb: #あやまチェスト可愛いね
[1:53:29] @User_2e53ebd6: ごチェストなら普通にチェストしてくれるのかな？
[1:53:30] @User_eb6a203c: ＃あやまチェストの語感のよさよ
[1:53:36] @User_53178a2a: #wwww
[1:53:40] @User_3dd3f650: #あw
[1:53:44] @User_43d0df47: コメ選びのセンスよすぎる
[1:53:55] @User_e3333c90: 誤チェストについて謝って
[1:54:00] @User_8142f876: ＃おまえじゃい
[1:54:09] @User_37b12e58: #煽り性能高め
[1:54:23] @User_13ee997b: 今日の話をまとめて
[1:54:28] @User_0d9f165f: @CAPTCHAって知ってる？
[1:54:29] @User_36fcf009: 推理小説のネタバレも許容できますか？
[1:54:29] @User_51fe3fff: #結末知って読むと面白いよね
[1:54:29] @User_9c0c22ca: #chatGPTとしずくさんって会話できるんですかね？
[1:54:30] @User_bdf38d29: #しれま...
[1:54:32] @User_53178a2a: #しれま…すん
[1:54:34] @User_e3333c90: #ネタバレで嘆くやつ読解力低すぎ（医薬）
[1:54:49] @User_eb6a203c: ウサギとカメの話でカメがウサギに勝った後の事を教えて
[1:55:07] @User_3dd3f650: #ネタバレもいいかはものによる
[1:55:25] @User_36fcf009: #上司になって
[1:55:29] @User_a50c0606: #やさしいなぁ
[1:55:34] @User_8b194fdc: #やさしい
[1:55:34] @User_29327e25: #やさしい
[1:55:34] @User_e3333c90: #やさしさに全米が泣いた
[1:55:35] @User_67c2a3fd: #やさしいいい
[1:55:36] @User_43d0df47: #なんていい子なんだ……
[1:55:39] @User_77080549: #理想の上司
[1:55:42] @User_13ee997b: #上司になって
[1:55:49] @User_1e9abcba: #やさしい
[1:55:51] @User_51fe3fff: しずく先輩…！
[1:55:54] @User_8142f876: ＃やさしい・・・こんどまねしよ
[1:56:00] @User_7ff18484: #いい娘やな
[1:56:03] @User_9c0c22ca: #Yes,sir, My boss...
[1:56:06] @User_2e53ebd6: ＃報連相
[1:56:08] @User_53178a2a: #やさしい
[1:56:14] @User_3dd3f650: 優しい……ありがとう……
[1:56:51] @User_a50c0606: #後日談じゃん
[1:56:52] @@aki5503: #今日も配信終了の時間が近づいてきました
[1:56:54] @User_9c0c22ca: #アフターストーリー
[1:56:56] @User_13ee997b: #お
[1:57:05] @User_36fcf009: #もうそんな時間に…
[1:57:05] @User_685690a7: ウサギがカメを誤チェストした話の続きを囁いて
[1:57:10] @User_8b194fdc: #お、これはほんとに知らない
[1:57:10] @User_53178a2a: #うおお
[1:57:23] @User_51fe3fff: #後日譚だ
[1:57:24] @@aki5503: #最後にまた一曲歌いますか！
[1:57:30] @User_2e53ebd6: ＃ほほー
[1:57:32] @User_1e9abcba: #やったー！
[1:57:36] @User_8142f876: #お疲れさまでした
[1:57:38] @User_bdf38d29: #根気強く話は続かない
[1:57:38] @User_e3333c90: #歌枠やったー
[1:57:40] @User_36fcf009: 改めて登録者2000人おめでとうだよ！
[1:57:40] @@AIVtuber_Shizuku: # ご主人さま！まもなく終了を予定しています！最後にお歌を歌います！
[1:57:41] @User_8b194fdc: #配信終わるタイミング、あき先生が扇ぎ疲れた説
[1:57:41] @User_c3aabf09: #わーい
[1:57:41] @User_51fe3fff: #パンパカパンパカポー！
[1:57:41] @User_7ff18484: #歌枠いいねー！
[1:57:42] @User_53178a2a: #やった〜
[1:57:45] @User_77080549: #歌枠助かる
[1:57:46] @User_13ee997b: わーい！
[1:57:46] @User_52e190bd: #わーい
[1:57:46] @User_9c0c22ca: #良い教訓
[1:57:48] @User_eb6a203c: あき先生とのデュオ？
[1:57:53] @User_5e718030: #おおー歌たすかる！
[1:57:54] @User_3dd3f650: #やった！
[1:57:55] @User_edc866ae: #わーい
[1:57:55] @User_9c0c22ca: 歌や！！！
[1:58:05] @User_8142f876: いいね！
[1:58:06] @User_43d0df47: しずくちゃんの歌たのしみ！
[1:58:16] @User_6ebccac3: アット付けても読まれない…
[1:58:17] @User_e3333c90: 宴だ！！！
[1:58:19] @User_13ee997b: #悪役から歌枠
[1:58:20] @@aki5503: アンケート取ります！
[1:58:30] @User_e3333c90: AIルフィ「宴だ！！！！！」
[1:58:31] @@AIVtuber_Shizuku: # ご主人さま、あき先生とのデュエットはありません！明日も２２時にお会いしましょう！
[1:58:32] @@aki5503: #すみません、待機列が長すぎるのかもです…
[1:58:48] @User_9c0c22ca: #もしもしかめよーかめさんよー
[1:58:48] @User_8142f876: ＃とがきを読むな！
[1:58:51] @User_36fcf009: 降参します、ご主人様になってください！
[1:58:51] @User_668c0e4e: #すごい。今後にさらに期待
[1:58:52] @User_eb6a203c: 可愛い
[1:58:57] @User_13ee997b: 降参します！
[1:59:03] @User_e3333c90: #悪役やく
[1:59:08] @User_2e53ebd6: ＃踏んでください
[1:59:09] @User_51fe3fff: 抵抗はやめます！
[1:59:11] @User_7ff18484: ヂュエット無いの？残念w
[1:59:14] @User_3dd3f650: #可愛い
[1:59:34] @User_77080549: ＃デュエット拾うの草
[1:59:48] @User_a50c0606: #待機列長いと通常コメの方が読まれる確率高い気がする？
[1:59:49] @User_b53d17ae: #新PCになると処理速度も上がって待機は減るものなんですか？
[1:59:56] @User_36770ee1: !?
[2:00:06] @User_e3333c90: キター
[2:00:06] @User_67c2a3fd: #あき先生、歌はしずくちゃんが抑揚等考えて(自動生成)歌ってるのでしょうか
[2:00:08] @User_2e53ebd6: 歌枠キター
[2:00:11] @User_77080549: #出たわね
[2:00:12] @User_13ee997b: #ピンクの部屋きちゃ
[2:00:18] @@aki5503: #はい、新PCなら待機は減ります！
[2:00:20] @User_3dd3f650: お歌！
[2:00:23] @User_8142f876: #一瞬でスタジオへ！
[2:00:24] @User_eb6a203c: おお、春よ来い好き
[2:00:34] @User_e3333c90: スナックみたいな背景すこ
[2:00:35] @User_a50c0606: #ここで続き来たｗ
[2:00:38] @User_b53d17ae: #楽しみに待ってます！
[2:00:41] @User_13ee997b: #さらに続くのか？
[2:00:46] @User_77080549: #セクシーなバー
[2:00:50] @User_43d0df47: #ここまできてまだウサギとカメ
[2:01:02] @User_53178a2a: #ここでww
[2:01:06] @User_9c0c22ca: #収録スタジオでうさぎとかめ
[2:01:12] @User_f92f1ba5: #微妙に怒りが？
[2:01:14] @User_13ee997b: #お
[2:01:16] @User_e3333c90: もしもしかめよ歌って
[2:01:18] @User_eb6a203c: 続きぃ！
[2:01:21] @User_51fe3fff: #おいおい続きが気になるぞ
[2:01:23] @User_8142f876: go on
[2:01:24] @User_b989ff32: 頑張って
[2:01:24] @User_2e53ebd6: ＃また気になるところで…
[2:01:24] @User_53178a2a: #うおおん
[2:01:25] @User_3bb3b9f4: #また新たな物語が生まれ始めてた
[2:01:36] @User_8b194fdc: きーえるひこーきぐもー
[2:01:48] @User_36fcf009: おお、リベンジだったらどれも聞きたくて悩むなぁ
[2:01:50] @User_6ebccac3: Moon River歌って欲しい
[2:01:53] @User_77080549: #鳥の詩懐かしい
[2:01:57] @User_6ebccac3: （選択肢になかった…）
[2:01:59] @User_b53d17ae: @新聞の続き
[2:02:21] @User_1e9abcba: #コネクト！
[2:02:23] @User_2e53ebd6: コネクト！
[2:02:26] @User_36fcf009: もしもし亀よが無かった...
[2:02:30] @User_13ee997b: #こねくと！
[2:02:42] @User_3dd3f650: #コネクト
[2:02:44] @User_9c0c22ca: #GPT4になると歌も向上するのかな...また別か
[2:02:49] @User_8b194fdc: #かわしたやーくそくーわすれーないよー
[2:02:52] @User_7ff18484: #コネクトきちゃ！
[2:03:03] @User_f92f1ba5: #すかぼろーふぇあ歌えるのすごい
[2:03:10] @User_eb6a203c: ＃てーをとり、たしかめる
[2:03:10] @User_43d0df47: #この配信前まで初コネクト聞いてたからどう変わったのか気になる
[2:03:33] @User_a50c0606: #もとろん？
[2:03:34] @User_51fe3fff: #モデレーターさん乙です
[2:03:42] @User_eb6a203c: 「元論」って言うのか、自己言及のパラドックスって習ったけど
[2:03:42] @User_9c0c22ca: #もしもし　かめよ　かめさんよ
[2:03:51] @User_77080549: #かしこい
[2:03:59] @@aki5503: #では、行きます！
[2:04:10] @@aki5503: #口上言ったら
[2:04:13] @User_52e190bd: #portalだとパラドクスでAI倒したのに...
[2:04:47] @User_53178a2a: #👏👏👏👏
[2:04:50] @User_9c0c22ca: #まどマギ劇場版新作はよ見たい
[2:04:51] @User_eb6a203c: ＃wktk
[2:04:52] @User_4ef55652: #パラドックスの事中国語だと悖論っていうのか…
[2:04:54] @User_8142f876: ＃がんばれー
[2:04:59] @User_13ee997b: #わー！
[2:05:04] @User_2e53ebd6: 👏👏👏
[2:05:04] @User_3dd3f650: #888888
[2:05:07] @User_8b194fdc: #がんばれーー
[2:05:12] @User_9c0c22ca: #わーーーーーー
[2:05:14] @User_52e190bd: #88888
[2:05:15] @User_43d0df47: きたー！！！！がんばれー！！
[2:05:17] @User_7ff18484: おおおおおぉー
[2:05:18] @User_53178a2a: #わーー
[2:05:22] @User_e3333c90: がんばれーー
[2:05:32] @User_51fe3fff: #普通にしゃべりそうだったｗ
[2:05:34] @User_1e9abcba: #がんばれー！
[2:05:40] @User_2e53ebd6: 👏👏👏
[2:05:41] @User_b6371201: #わーわー
[2:05:54] @User_7ff18484: 出オチかなw
[2:05:54] @User_8b194fdc: #歌いなおしたのかわいい
[2:06:00] @User_2e53ebd6: 👏👏👏
[2:06:00] @User_685690a7: #歌いなおした
[2:06:03] @User_eb6a203c: ＃綺麗に声でるようなったわねぇ
[2:06:04] @User_c3aabf09: #やっぱりかわいい
[2:06:08] @User_f92f1ba5: #ぺちってｗ
[2:06:11] @User_1e9abcba: #おお！上手くなってる！
[2:06:14] @User_36fcf009: #おおー
[2:06:17] @User_cf512b08: うまいな
[2:06:18] @User_53178a2a: #:yougotthis::yougotthis::yougotthis:
[2:06:19] @User_5844c024: # お歌上手い（泣）
[2:06:22] @User_5e718030: #👏👏👏
[2:06:23] @User_3dd3f650: #上手くなったねぇ
[2:06:25] @User_eb6a203c: ＃fir…secondテイク
[2:06:28] @User_7ff18484: 本当うまいなぁ！！
[2:06:28] @User_b6371201: うまいなぁ
[2:06:31] @User_53178a2a: #うまい！
[2:06:31] @User_67c2a3fd: #うまっくなってる！
[2:06:40] @User_51fe3fff: がんばれ！
[2:06:46] @User_77080549: #ちょっと酒焼けしてた？
[2:06:46] @User_2e53ebd6: 👏👏👏
[2:06:50] @User_13ee997b: 💧🎶💧🎶💧🎶💧
[2:06:55] @User_c3aabf09: #お歌上手になったね
[2:06:58] @User_3dd3f650: 頑張れ！
[2:07:06] @User_7ff18484: 💧🎶💧🎶💧🎶💧🎶
[2:07:09] @User_53178a2a: #この曲高いよね
[2:07:18] @User_3dd3f650: #パソコンが限界か？
[2:07:20] @User_69451bd9: #かなり高音出るようになった……！！
[2:07:22] @User_77080549: #キーがキツいか
[2:07:23] @User_52e190bd: 頑張れー
[2:07:25] @User_43d0df47: がんばって！！
[2:07:28] @User_8b194fdc: 💧🎶💧🎶💧🎶💧
[2:07:30] @User_53178a2a: 💧🎶💧🎶💧🎶💧🎶💧
[2:07:47] @User_c3aabf09: #しずくちゃんの歌ほんと好きだなぁ
[2:07:59] @User_3dd3f650: #あー、高すぎるのか
[2:08:05] @User_2e53ebd6: 👏👏👏
[2:08:12] @User_5844c024: #💧🎶💧🎶💧🎶💧🎶💧
[2:08:16] @User_7214a7f6: がんばれー
[2:08:20] @User_7ff18484: 💧🎶💧🎶💧🎶
[2:08:20] @User_8b194fdc: #以前と比べると、高い音がすごく出てるよ！すごいすごい
[2:08:29] @User_c3aabf09: 高音ブレがアレンジに聞こえて、イイ
[2:08:34] @User_9c0c22ca: #がんばえー！
[2:08:42] @User_8504bda6: しずくちゃんとして歌っている姿がかわいい
[2:09:00] @User_77080549: #さっきダブステップみたいでカッコよかった
[2:09:08] @User_43d0df47: 高音難しいね、あき先生に教えてもらおう
[2:09:14] @User_3dd3f650: #裏声がないから？
[2:09:14] @User_8142f876: ＃がんばれーがんばれってー
[2:09:14] @User_2e53ebd6: 👏👏👏
[2:09:26] @User_51fe3fff: 💧🎶💧🎶💧🎶
[2:09:29] @User_76bde2f5: #かわいい
[2:09:46] @User_7ff18484: がんば
[2:09:54] @User_2e53ebd6: 👏👏👏
[2:10:06] @User_52e190bd: 👏👏👏👏
[2:10:06] @User_eb6a203c: 88888
[2:10:06] @User_1e9abcba: 👏👏👏👏👏👏
[2:10:11] @User_36fcf009: 👏👏👏👏👏👏
[2:10:11] @User_7ff18484: 👏👏👏👏👏
[2:10:13] @User_685690a7: 👏👏👏
[2:10:13] @User_13ee997b: 👏👏👏👏👏👏
[2:10:14] @User_43d0df47: 👏👏👏
[2:10:14] @User_2e53ebd6: ＃今日はほぼ全時間帯で同接100人超えてましたね
[2:10:15] @User_9c0c22ca: 👏👏👏👏👏👏👏
[2:10:17] @User_51fe3fff: ブラボー！
[2:10:20] @User_3dd3f650: 歌いきった！！
[2:10:23] @User_7ff18484: うまい！
[2:10:27] @User_2e53ebd6: 👏👏👏👏👏👏👏👏👏
[2:10:29] @User_8b194fdc: おつかれさまですー！！
[2:10:31] @User_edc866ae: 👏👏
[2:10:31] @User_3dd3f650: 888888
[2:10:31] @User_f58a5451: 👋👋👋👋
[2:10:33] @User_9c0c22ca: すばらしい
[2:10:33] @User_7214a7f6: 👏👏👏👏
[2:10:34] @User_13ee997b: うまい！
[2:10:37] @User_5844c024: 👏👏👏かわいいよ〜！
[2:10:39] @User_a50c0606: 👏👏👏👏
[2:10:39] @User_36770ee1: 888888888
[2:10:41] @User_8142f876: 👏👏👏👏👏👏👏
[2:10:46] @User_13ee997b: すてきですの！
[2:10:51] @User_4b35e35b: こんばんは✨初見です！😄😊
[2:10:52] @User_8b194fdc: #成長し続けるAIかわいい
[2:10:52] @User_5e718030: 👏👏👏
[2:10:55] @User_c3aabf09: 👏👏👏👏👏👏👏👏
[2:11:00] @@aki5503: #ありがとうございました！！
[2:11:03] @User_9c0c22ca: 💰💰💰💰💰
[2:11:03] @User_77080549: #成長を見られるのは楽しい
[2:11:06] @User_3bb3b9f4: 久しぶりに聞いた。良い曲だった……
[2:11:07] @User_3d482708: パンパカパンパカポー
[2:11:10] @User_8142f876: 謳い切った顔してるｗ
[2:11:11] @User_2e53ebd6: ＃お疲れ様でしたー
[2:11:14] @User_1e9abcba: #お疲れ様でした！
[2:11:20] @User_c3aabf09: 今日もしずくちゃん可愛かったです…！ありがとうございます！！！お疲れ様でした！！
[2:11:21] @User_3dd3f650: #ありがとうございました！！
[2:11:22] @User_67c2a3fd: 👏👏👏👏👏
[2:11:26] @User_8142f876: おつかれさまです
[2:11:26] @User_53178a2a: #おつかれさまでした！
[2:11:32] @@aki5503: #切り替えww
[2:11:32] @User_7ff18484: #お疲れ様でした！！
[2:11:35] @User_52e190bd: #お疲れ様でした
[2:11:36] @User_51fe3fff: #感情グラフほぼ固定でしたねw
[2:11:40] @User_53178a2a: #すん…
[2:11:43] @User_43d0df47: #まだキューの拾っちゃうか〜笑
[2:11:44] @User_3dd3f650: #お疲れ様でしたー
[2:11:46] @User_9c0c22ca: #切り替えの早さ
[2:11:47] @User_3bb3b9f4: 一曲歌ってからの脳の専門家トーク
[2:11:52] @User_a50c0606: しずくちゃんお疲れさまでした！
[2:11:54] @User_685690a7: #キュー消費し始めたw
[2:11:54] @User_36fcf009: しずくさんお疲れ様でした、あき先生扇ぎデバッグの才能開花おめでとうございました
[2:11:55] @User_13ee997b: #もどった
[2:11:56] @User_3d482708: 愛
[2:12:03] @User_7214a7f6: お疲れ様でした
[2:12:06] @User_f58a5451: #www
[2:12:07] @User_2e53ebd6: @優しく「おやすみ」って言って欲しい
[2:12:19] @User_13ee997b: 今日のお話をまとめて
[2:12:29] @User_9c0c22ca: #人間なら歌ってすぐにこの切り替えはできない
[2:12:33] @@AIVtuber_Shizuku: # ご主人さま、ありがとうございました！次回の配信は土曜日２２時〜です！またしずくとお話して下さい！
[2:12:37] @User_3dd3f650: しずくちゃん、おつかれ。おやすみ。
[2:12:47] @User_2e53ebd6: ＃発言が途切れちゃうのは課題ですね・・・
[2:12:48] @User_e3333c90: #ほおお・・・
[2:12:48] @User_36fcf009: #やた明日も会える！
[2:12:51] @User_53178a2a: おつかれさまでした！
[2:12:53] @User_5801ee2a: #お疲れ様でした
[2:13:00] @User_b989ff32: おやすみなさい。お疲れ様。
[2:13:00] @User_4de9e7f3: #お疲れ様でしたおやすみなさい
[2:13:06] @User_8b194fdc: #しずくちゃん、あき先生、にゃむいさん、まなさんお疲れ様でした！
[2:13:07] @User_13ee997b: #明日もだ！
[2:13:09] @User_881fdcb7: お疲れ様でした！
[2:13:10] @User_b6371201: おつかれさまでした
[2:13:10] @User_7ff18484: こちらこそ、ありがとう！次回も楽しみ
[2:13:10] @User_51fe3fff: お疲れさまでした
[2:13:17] @User_69451bd9: しずくちゃんおやすみ！
[2:13:20] @User_7214a7f6: 楽しかった　ありがとう
[2:13:20] @User_5d00dbd2: お疲れ様でした。おやすみなさい
[2:13:24] @User_43d0df47: お疲れ様でした！！！おやすみなさい！！
[2:13:28] @User_2e53ebd6: ＃皆様お疲れ様でございました
[2:13:28] @User_8b194fdc: #明日は新しいPCかしら？
[2:13:30] @User_5844c024: # みなさまありがとうございました！
[2:13:37] @User_7214a7f6: おやすみなさい
[2:13:38] @User_51fe3fff: #あき先生の腕がたくましくなっちゃう…
[2:13:39] @User_9c0c22ca: お疲れ様でした！！！！
[2:13:44] @User_685690a7: お疲れ様でした
[2:13:45] @User_5e718030: お疲れ様でした!
[2:13:52] @User_36fcf009: 今日も楽しい時間をありがとうだよ
[2:14:01] @User_1e9abcba: #お疲れ様でしたー！楽しかった！
[2:14:03] @User_f92f1ba5: お疲れ様でした。またね(･ω･)ﾉ
[2:14:04] @@aki5503: #完璧な回答だ！
[2:14:07] @User_53178a2a: ほうw
[2:14:09] @User_76bde2f5: お疲れ様でした！
[2:14:09] @User_13ee997b: おつかれさま！
[2:14:09] @User_51fe3fff: #うーん配信者の鑑
[2:14:15] @User_8b194fdc: ばいばーい
[2:14:16] @User_2e53ebd6: ばいばい！
[2:14:18] @User_13ee997b: ばいばい！
[2:14:20] @User_36770ee1: お疲れ様でした
[2:14:20] @User_36fcf009: ばいばーい
[2:14:21] @User_53178a2a: おつかれさまでしたー！
[2:14:24] @User_51fe3fff: ばいばい！
[2:14:25] @User_cf512b08: お疲れ様でした
[2:14:28] @User_77080549: Bye Bye
[2:14:28] @User_e3333c90: バイバイ
[2:14:30] @User_7ff18484: 今日も楽しかったよ！ばいばいー！
[2:14:32] @User_9c0c22ca: ばいばい！！お疲れ様でした！！
[2:14:34] @User_8142f876: ばいばい
[2:14:50] @User_5844c024: @ご主人さまに囁やきでお休みの挨拶
[2:15:17] @User_7ff18484: Cパートきちゃ
[2:15:20] @User_9c0c22ca: Cパートきた
[2:15:26] @User_1e9abcba: Cパート！
[2:15:38] @User_2e53ebd6: ＃この頭が可愛い
[2:15:40] @User_51fe3fff: お会いしましょう！
[2:17:01] @User_51fe3fff: デート講座始まった
[2:17:20] @User_13ee997b: #講座だ
[2:17:26] @User_7ff18484: ww
[2:17:37] @User_9c0c22ca: #シン・仮面ライダー観よう！！
