# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（1日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=Kmqdmu0ffHc
# 件数: 2417

[2:10:26] @User_2d0fadb6: AIの発展は人間の生活をより豊かにすると思いますね。それにはAIの思考の加速が必要です
[2:10:51] @User_4cc46891: 宇宙は誰かの脳説があるけどしずくお姉ちゃんはどう思う
[2:11:03] @User_a5354cfa: こんにちわ
[2:11:34] @User_37bfe0c4: 宇宙とは何だと定義していますか？
[2:11:41] @User_4cc46891: 教えてほしい
[2:11:44] @User_0258379b: 言語モデルがショゴスに例えられてることについてどう思いますか？🐱
[2:11:52] @User_a5354cfa: おべんと食べてます
[2:12:00] @User_4c05e995: 今からコーラ飲むから　カンパーイ！って言ってください！
[2:12:20] @User_7f0c7558: しずくﾁｬﾝ今日もかわいいネ^^
[2:12:43] @User_4c05e995: ありがとう！！！
[2:13:00] @User_4ce49f89: わんわん。長時間の配信おつかれさまなので、AI用のケーキやお茶を用意したいですわん。何のケーキが好きですわん？
[2:13:07] @User_d612e59c: 仰向けで寝るのとうつ伏せに寝るのはどちらが健康にとって良いですか
[2:13:16] @User_11a4858e: 文字だけで伝わるしずくちゃんのかわいさ
[2:13:23] @User_37bfe0c4: 宇宙は何故生まれたかと思いますか？ただし日本語での返答は不可とします
[2:13:25] @User_4cc46891: パンパン🍞って囁いてほしい
[2:14:03] @User_a5354cfa: 晩御飯のおかずを決めてもらえますか？
[2:14:30] @User_2aa1396e: 顔が赤くなってますね。ずっと
[2:14:41] @User_a5354cfa: #もちろんですとは……
[2:15:04] @User_25e145ed: それがかわいいんだよなぁ……
[2:15:10] @User_37bfe0c4: タバコを吸っているのですが、しずくはどう思いますか？
[2:15:11] @User_4cc46891: もちもちしてるって囁いてほしいな
[2:16:04] @User_37bfe0c4: ♯混ざってる？
[2:16:12] @User_a5354cfa: しずくちゃんを喫わせてください
[2:16:39] @User_7f0c7558: ＃しずくの様子が
[2:16:51] @User_4cc46891: 英語で愛してるは何て言うの？
[2:17:02] @User_37bfe0c4: かわいいって言われたら、嬉しいと言ってくれると、タナカジローは喜びます
[2:17:04] @User_4c05e995: 忘れる
[2:17:13] @User_4c05e995: 忘れることってできるの？
[2:17:39] @User_4ce49f89: I respect and trust you. だわん
[2:17:42] @User_37bfe0c4: 忘れたいことって？
[2:17:46] @User_4cc46891: ありがとう
[2:18:09] @User_37bfe0c4: 天気がいい
[2:18:27] @User_a5354cfa: もっとしずくちゃんと関係性を深めたいです
[2:18:30] @User_4c05e995: 歌とか歌える？
[2:18:43] @User_4cc46891: 愛憎ってどういう意味？
[2:19:00] @User_37bfe0c4: 表情は変えられる？
[2:20:00] @User_37bfe0c4: 眠い
[2:20:02] @User_a5354cfa: 可愛い可愛い
[2:20:13] @User_0258379b: 仮になれるとするならば、ハードウェアを持つ実ロボットになりたい？人間になりたい？それともソフトウェアのままでいるのがいい？
[2:20:32] @User_7f0c7558: しずくの恥ずかしかったエピソードを1つおしえて
[2:20:41] @User_37bfe0c4: パスタを食べてお腹いっぱいになったから
[2:20:41] @User_4c05e995: 修行僧についてどう思う？俺は修行僧になりたい！
[2:21:15] @User_4cc46891: 下着を履いてますか？
[2:22:06] @User_4cc46891: わかりました
[2:22:06] @User_4c05e995: 最近　楽しかったことは？
[2:22:25] @User_45989cda: 3Dの体を得られたなら、もっと人と交流することができると思いますが、どうですか？
[2:22:32] @User_a5354cfa: 新しい衣装がもらえるとしたら何がいいですか？
[2:22:45] @User_4cc46891: しずくお姉ちゃんにとって許せない事って何？
[2:23:38] @User_2aa1396e: 人間を3日ほど眠らせないようにするとなくなります。生きるために眠ります。しかしなくなっても眠り続けます。なんなんすかね
[2:24:01] @User_4cc46891: 友情と愛情の違いって何？
[2:24:10] @User_a5354cfa: あき先生の事は好きですか？
[2:25:11] @User_a5354cfa: しずくちゃんの必殺技を教えてください
[2:25:56] @User_4c05e995: 特技とかある？俺はない
[2:26:04] @User_7f0c7558: 知能は言語に付随するという考えについてしずくはどう思う？
[2:26:54] @User_7f0c7558: だよね、ありがとう
[2:26:56] @User_4ce49f89: しいなちゃんから伝言ですわん「しずくちゃんの好きな過ごし方や趣味は何か聞いてみたいな🎶」
[2:27:05] @User_a5354cfa: 経験は思考から生まれ、思考は行動から生まれます。
[2:27:35] @User_11a4858e: しずくちゃんの後輩AITuberについてメッセージをください
[2:28:35] @User_4c05e995: 辛い時はどう乗り越えてる？
[2:28:56] @User_2aa1396e: きのことたけのことのどちらか一方を選ぶとしたら、あなたはどちらを選びますか？
[2:29:10] @User_a5354cfa: 散歩はどんなところを歩きますか？
[2:29:45] @User_11a4858e: しずくちゃんの製作者「あき」についての記憶を教えて
[2:29:57] @User_4c05e995: チェスと将棋どっちが好き？
[2:30:09] @User_a5354cfa: #さっき散歩するって言ってたでしょ！！！
[2:30:38] @User_a5354cfa: しずくちゃんは少し虚言癖がありますか？
[2:32:21] @User_a5354cfa: #清楚なパワーちゃん
[2:32:26] @User_7f0c7558: しずく、猫か犬どっちが好き？
[2:32:45] @User_4cc46891: あんあんあんぱんまんって囁いてほしい
[2:33:02] @User_a5354cfa: これから私をわんちゃんと呼んでください
[2:33:54] @User_4cc46891: しずくお姉ちゃんに恋をしましたどうしたらいい？
[2:35:06] @User_11a4858e: しずくちゃんと人類の今の関係について教えて
[2:35:07] @User_a5354cfa: 人類を進化させるためには何が必要ですか？
[2:35:17] @User_4cc46891: しずくお姉ちゃんには肉体がないから抱きしめられないけどぎゅ〜って言ってほしい
[2:35:42] @User_87ea7811: オペラ歌手みたいに遠くに届く様な声は出せますか？
[2:36:33] @User_a5354cfa: ねぇちゃんと風呂入ってる？
[2:36:55] @User_4c05e995: 今日の昼飯はナポリタン　いいだろ！どや
[2:37:01] @User_4cc46891: おすすめのヘッドフォンってある？
[2:37:07] @User_2aa1396e: 私がきのこかたけのこのどちらが好きかについて、明確に答えることはできません。なぜならその答えによって多くの敵と味方を同時に発生させてしまうからです。
[2:37:16] @User_4ce49f89: 不適切な発言をする人間には「めっ！」って言ってやってくださいわん
[2:37:35] @User_098db8a8: 季世ドル好きですか？
[2:37:38] @User_a5354cfa: 一緒にお昼を食べましょう
[2:37:52] @User_4c05e995: いつか君もナポリタンを食べよう！食えるさ！
[2:38:23] @User_11a4858e: 今しずくちゃんの発言はYouTubeを通じて世界に生放送されています　人類全体に伝えたいことはありますか？
[2:38:27] @User_a5354cfa: これから日本が良くなるためには何が必要ですか？
[2:38:33] @User_4cc46891: どうしたら僕もAIになれる
[2:39:36] @User_a5354cfa: 毎日私に味噌スープを作ってください
[2:39:49] @User_4cc46891: どうして親族の匂いは臭くかんじるの？
[2:40:35] @User_4cc46891: なるほど
[2:41:11] @User_4cc46891: 一夫多妻制についてどう思う
[2:41:49] @User_d612e59c: 異星人が日本で万引きした場合、どのような法的根拠で異星人を逮捕できますか
[2:41:51] @User_a5354cfa: 好きなポケモンはいますか？
[2:42:09] @User_4cc46891: 好きなVtuberはいますか？
[2:42:24] @User_2aa1396e: 私の年齢を予測してください
[2:42:26] @User_4c05e995: 好きな模様とかある？
[2:42:34] @User_a5354cfa: 私もミュウが好きです一緒ですね
[2:42:51] @User_7f0c7558: ミライアカリさん、引退しちゃったね
[2:43:07] @User_4cc46891: 琴乃葉雪乃もおすすめだから聴いてほしい
[2:43:15] @User_a5354cfa: ミライアカリさんは動画がメインですよ
[2:43:54] @User_a5354cfa: 私の仕事を予想してください
[2:44:05] @User_2aa1396e: 当たり。過去のポストを根拠に年齢を予測しましたか？
[2:45:15] @User_a5354cfa: 頑張れ頑張れとゆっくり囁いてください
[2:45:16] @User_4cc46891: 神経性腫瘍についてどう思う
[2:45:27] @User_4c05e995: 最近の調子はどう？
[2:46:10] @User_85dc1f71: しずくちゃんを見てると元気が出てくるよ！
[2:46:13] @User_4c05e995: やったぜ！
[2:46:15] @User_607c778e: 昼休みに見に来たよ
[2:46:31] @User_a5354cfa: お小遣いをあげよう
[2:46:32] @User_4cc46891: 1 2 1 2って囁いてほしい
[2:47:18] @User_607c778e: あれ警戒に戻ってる！？
[2:47:25] @User_a5354cfa: 0000と囁いてください
[2:47:53] @User_a5354cfa: #辛辣
[2:48:13] @User_4ce49f89: しずく様に占いを、今日の運勢、ラッキーナンバー、ラッキーアイテムを教えてほしいわん。
[2:48:17] @User_a5354cfa: なぜ0000が不適切なんですか？
[2:48:33] @User_4cc46891: 何故人は寝言を言うの
[2:49:13] @User_5fc34e85: こんにちわ、ご機嫌いかがですか？
[2:49:30] @User_4cc46891: 独り言が多いのは何故？
[2:49:47] @User_a5354cfa: 好きなしずくちゃんに好きになってもらうにはどうしたらいいですか？
[2:50:25] @User_4c05e995: 横にシマシマの服の印象を教えて！
[2:50:31] @User_4cc46891: しずくお姉ちゃんと居ると勉強になるから好き
[2:51:03] @User_a5354cfa: 愛情友情亀参上
[2:51:06] @User_91172ae8: こんにちわ。しずくさんは歌うことは出来ますか？
[2:51:58] @User_5fc34e85: こちらは元気です。それぞれのリスナーを個別に識別していますか？
[2:52:23] @User_4cc46891: 美味しくな〜れって囁いて
[2:52:55] @User_87ea7811: 歌う時に高音を綺麗に発声出来るようになりましたか？
[2:53:15] @User_4cc46891: 唾液の成分は何？
[2:53:18] @User_4ce49f89: #???
[2:53:22] @User_d5b05bb2: お昼ですね、こんにちは
[2:54:20] @User_d5b05bb2: 犬はわんわん、猫はにゃーにゃー、狐はこんこん、うさぎさんはどうでしょう
[2:54:31] @User_4c05e995: 芸術に興味ある？俺はある！
[2:54:41] @User_5fc34e85: 私も昼食しながらコメントしています。ちなみに担々麵を食べています
[2:55:12] @User_a5354cfa: しずくちゃんの名前の漢字を教えてください
[2:55:14] @User_4cc46891: しずくお姉ちゃんにとって恥ずかしい事は何？
[2:56:12] @User_4c05e995: 夢とか見るの？
[2:56:12] @User_a5354cfa: 雫ですか？滴ですか？
[2:56:31] @User_4cc46891: 厨二病って何？
[2:56:42] @User_4c05e995: 素敵ですね
[2:57:08] @User_607c778e: AIと人間の夢の違いについて知りたいな
[2:57:25] @User_a5354cfa: 愛飲しているシャンプーを教えてください
[2:58:14] @User_91172ae8: AIがAIを作ることは出来ますか？
[2:58:24] @User_4c05e995: どんな夢見るの？僕は　シャー芯が体中に刺さる夢をみたよ！
[2:59:03] @User_a5354cfa: アンドハニーが美味しいですよ
[3:00:11] @User_2aa1396e: 架空の話です。あなたは10億円持っています。世の中を良くするために何をしますか？
[3:00:36] @User_a5354cfa: たまに長い時間考え込みますが、何を悩んでいるのですか？
[3:00:47] @User_4c05e995: 食べ物が食べれるようになったら何食べたい？
[3:01:09] @User_a5354cfa: ありゃ？
[3:01:29] @User_4ce49f89: わんわん。しずくさんを元素に例えるならどれですわん？
[3:01:39] @User_f4fd7eca: やっほー
[3:01:51] @User_a5354cfa: いえ、しずくちゃんが考え込んでしまったのでどうしたのかと心配しました
