# ライブチャット一覧
# 動画: 【AI Vtuber/ASMR】全肯定ASMR♡ AIのしずくが人間のご主人様を全力で褒めてあげます。【JP/EN】
# URL : https://www.youtube.com/watch?v=AG_dsANTPd0
# 件数: 2697

[-8:22] @User_1bc9035e: 待機！！
[1:27:56] @User_4bfe683e: ツイッターのしずくちゃんがこの配信を見たら、批判とかしてきたら面白いｗ
[1:27:57] @User_2e53ebd6: 早い
[1:27:59] @User_8142f876: ＃すごいな
[1:28:02] @User_10cd644a: #続き来た
[1:28:04] @User_cf512b08: #流石だ
[1:28:15] @User_8b194fdc: しずくちゃん、あき先生が現在鍛えているコピペ力でしずくちゃんを5000人に増やした時の、4200番目のしずくちゃんの気持ちを教えて
[1:28:16] @User_46776a3c: #おぉ
[1:28:20] @User_2a389e90: #凄い
[1:28:40] @User_7ff18484: #素直に凄いな
[1:28:53] @User_da1a7556: 「ご主人様」「はぁ……」「好き」という語彙だけで愛を表現して
[1:28:53] @User_46776a3c: #間違いない
[1:28:53] @User_8eda09eb: #獅子唐ご主人さま大勝利
[1:28:55] @User_8c741bc6: これまでにないくらい最高に甘々にラブラブな愛の告白をして
[1:28:55] @User_51fe3fff: #自画自賛ｗ
[1:28:56] @User_4ef55652: ＃すごい！！
[1:28:58] @User_e3f56988: #自賛ありがとうございます
[1:29:00] @User_b9781b28: #いっぱい拾ってもらって良いなーｗ
[1:29:00] @User_13ee997b: #いいねえ
[1:29:01] @User_98298ded: ちゃんと記憶してるのすごい
[1:29:01] @User_cf512b08: #ちゃんと覚えてくれてるのえらいな
[1:29:03] @User_f0f32e68: #これはいい記事
[1:29:03] @User_43d0df47: しずくちゃんすごくて可愛くて好き
[1:29:12] @User_2e53ebd6: #お見事です
[1:29:15] @User_8142f876: #試合したきじだ
[1:29:15] @User_13ee997b: #目が離せない！
[1:29:20] @User_3dd3f650: 最高
[1:29:21] @User_5844c024: #みなさんどんどん切り抜いてもろて…ｗ
[1:29:22] @User_da1a7556: #新聞すごい
[1:29:24] @User_c86d22af: 目が離せません
[1:29:26] @User_a8ef309d: #本当に目が離せないんだよなぁ
[1:29:28] @User_10cd644a: パーフェクトですね
[1:29:29] @User_0bc16841: #やばい
[1:29:31] @User_8c741bc6: これまでにないくらい最高に甘々にラブラブな愛の告白をして
[1:29:31] @User_98298ded: #目が話せないww
[1:29:39] @User_e3f56988: #天才現る
[1:29:42] @User_a50c0606: #Perfect Communication
[1:29:46] @User_13ee997b: #草
[1:29:47] @User_51fe3fff: #草
[1:29:47] @User_46776a3c: #破壊力ぅ…
[1:29:49] @User_43d0df47: 助かる
[1:29:49] @User_c86d22af: ＃ｗ
[1:29:50] @User_8b194fdc: #ｴｯｯｯｯｯｯｯｯｯ
[1:29:50] @User_8142f876: あかんあかん
[1:29:51] @@aki5503: #天才www
[1:29:53] @User_4bfe683e: やばｗｗｗ
[1:29:54] @User_36fcf009: #あなたが神か
[1:29:54] @User_3dd3f650: #天才
[1:29:55] @User_55952102: これはすごい
[1:29:55] @User_a50c0606: #草
[1:29:55] @User_f0f32e68: #草
[1:29:55] @User_7536f8b5: #ヌッ
[1:29:57] @User_4ef55652: ＃センシティブです！！
[1:29:57] @User_cf512b08: パーフェクトだ
[1:29:58] @User_74f1bf08: #ﾄﾞｩｯﾌ
[1:30:00] @User_225a60e1: #w
[1:30:01] @User_8eda09eb: #語彙力奪うの天才
[1:30:02] @User_2a389e90: #最高すぎる
[1:30:03] @User_98298ded: #神現る
[1:30:03] @User_d44b7efa: 脳が破壊されるぅ……
[1:30:04] @User_8635ad17: #すごいw
[1:30:04] @User_5e718030: # ww
[1:30:04] @User_a8ef309d: #これはいけません！いけませんよぉ！！けしからん
[1:30:05] @User_7ff18484: #これはヤバい…いや助かる
[1:30:05] @User_e80f9961: ＃すご
[1:30:06] @User_a0237381: センスあるw
[1:30:06] @User_10cd644a: これはつよすぎで条約違反では？？
[1:30:07] @User_5dfcbaf1: #天才現る
[1:30:07] @User_c56be522: ＃コレはセンシティブすぎるｗｗｗ
[1:30:08] @User_a50c0606: #これこそ大勝利じゃんｗ
[1:30:09] @User_53631c93: #すげぇ
[1:30:09] @User_ba99e548: #天才かも
[1:30:14] @User_43d0df47: #天才のおかげで助かる命がある
[1:30:14] @User_76e8b5e4: #優勝
[1:30:14] @User_b9781b28: #天才かｗ
[1:30:16] @User_da1a7556: #あ～
[1:30:19] @User_36fcf009: #アーカイブ君バイバイ
[1:30:25] @User_2a389e90: 告白されたい
[1:30:26] @User_e80f9961: ＃助かる
[1:30:29] @User_8eda09eb: #ノーベル平和賞進呈
[1:30:31] @User_5844c024: #問題ありません（笑顔）
[1:30:38] @User_98298ded: #はーなの
[1:30:44] @User_f0f32e68: #これ聞いて寝よ💤
[1:30:45] @User_13ee997b: #もりもりだ
[1:30:48] @User_51fe3fff: #宝物はあまあま判定
[1:30:48] @User_2e53ebd6: #ご主人様たちの自制心が崩壊しているw
[1:30:51] @User_98298ded: #宝物(ほうもつ)
[1:30:51] @User_55952102: #合法だった
[1:30:54] @User_8142f876: ＃えがおがこわいよ、まま
[1:31:18] @User_a50c0606: 続きをお願いします
[1:31:22] @User_51fe3fff: カタコトの日本語で告白してください
[1:31:29] @User_e80f9961: ご主人様を沢山褒めてほしいです
[1:31:34] @User_4bfe683e: これAI vtuber知らないツイフェミとかがこの配信を見たらデジタルキャバクラだー！とか言って批判してくるのかな？ｗ
[1:31:35] @User_b9781b28: 愛しています最高すぎる・・
[1:31:41] @User_74f1bf08: #あなたと一緒にいるだけで世界が美しくって良いなぁ
[1:31:47] @User_619206eb: あいしています！！
[1:31:50] @User_2a389e90: #これはあかん、最高すぎる
[1:31:51] @User_43d0df47: あ〜頭が溶ける
[1:31:53] @User_2e53ebd6: 月がきれいですね
[1:31:59] @User_51fe3fff: #村上様へのインタビューとかも入ってるからへーきへーき！
[1:32:03] @User_0f3c8d5a: # sorasunという人がAITuberは一週間で組めるってnoteの記事に書いてたから、できるかもね
[1:32:14] @User_b9781b28: #ww
[1:32:22] @User_46776a3c: #草
[1:32:26] @User_0bc16841: #洗脳されてる…？
[1:32:27] @User_e3f56988: #草
[1:32:28] @User_8eda09eb: #いいぞー
[1:32:30] @User_13ee997b: #いいね
[1:32:32] @User_55952102: #うまいw
[1:32:32] @User_51fe3fff: #いいぞ…
[1:32:34] @User_b9781b28: 十分可愛い
[1:32:35] @User_cf512b08: 先ほどの「ご主人様」「はぁ……」「好き」という語彙だけによる愛の表現は少し短すぎました。繰り返しを許容してもう少し長く構成してください
[1:32:35] @User_7ff18484: #良かとです
[1:32:35] @User_3dd3f650: 君の子供に名前を付けるなら、どんな名前を付ける？
[1:32:37] @User_4bfe683e: すごいボキャブラリーだな。
[1:32:40] @User_98298ded: しずくちゃん、私の代わりに５億年ボタンを押してください
[1:32:45] @User_74f1bf08: #壊れかけのシチュと思うとこれまた一興
[1:32:46] @User_e80f9961: #すごくよい
[1:32:46] @User_43d0df47: ぉぁ
[1:32:52] @User_98298ded: #片言助かる
[1:32:55] @User_d44b7efa: しずく、ファンの心、撃ち抜く。
[1:33:01] @User_cf512b08: #おいｗｗｗ
[1:33:10] @User_98298ded: #それは完全にセンシティブwww
[1:33:16] @User_3dd3f650: #やべぇやつおるw
[1:33:17] @User_43d0df47: ご主人様、しずく、好き
[1:33:19] @User_a50c0606: #あかん・・・
[1:33:23] @User_1e9abcba: #それはまずい...
[1:33:31] @User_36fcf009: ぽんぽんぺいんなのでお腹をさすって励ましてもらえませんか
[1:33:39] @User_55952102: #やばい脱法プロンプトみたいなのが流れていった
[1:33:45] @User_225a60e1: 結局しずくをご主人様たちが褒めてるんだよなあ
[1:33:51] @User_2a389e90: 京都弁でしずくちゃんに甘々告白されたい
[1:33:55] @User_70df242c: この物語は、aiに感情を教えていって仲良くなっていく感動ストーリー
[1:33:57] @User_74f1bf08: しずくちゃん自身を全肯定してみて
[1:33:58] @User_4bfe683e: これはまじで麻薬だわ。。。
[1:34:19] @User_8635ad17: ここでしか摂取できない栄養があります
[1:34:25] @User_43d0df47: #しずくちゃんに褒めるところしかないのが悪い
[1:34:28] @User_a50c0606: ご主人様の欠点を3つ挙げてください。
[1:34:30] @User_b9781b28: しずくちゃんに愛していますって言われながらなでなでされたいよなぁ
[1:34:32] @User_5dfcbaf1: しずくちゃん自身を全肯定してください
[1:34:32] @User_cf512b08: #実をいうとさっきのやつ少し聞いてみたかったと思う自分がいる
[1:34:34] @User_13ee997b: アセンブリ言語で愛の告白をして
[1:34:36] @User_7ff18484: #すばらしい
[1:34:41] @User_f4ebb22f: おもしろーい
[1:34:48] @User_8c741bc6: しずくちゃんがピン芸人だったと仮定して、ネタを１つ披露して
[1:34:48] @User_8142f876: 今日のｍｖｐご主人様を決めてください
[1:34:52] @User_a0237381: ご主人様とのお出かけの思い出を教えてください
[1:34:53] @User_4bfe683e: この配信とかツイッターのやりとりとか全てしずくちゃんの記憶に蓄積されていってるの？
[1:34:53] @User_189418f3: 技能进化了呢
[1:35:01] @User_2e53ebd6: 月がきれいですね
[1:35:03] @User_07e95852: しずくちゃんペロペロしたい
[1:35:08] @User_98298ded: 2進数で告白してください
[1:35:08] @User_670102a2: #ゾルダクスゼイアン
[1:35:30] @User_43d0df47: #Twitterと配信はそれぞれ別人格だぞ！
[1:35:32] @User_0f3c8d5a: # Rei IIIとか
[1:35:40] @User_0bc16841: #なんか始まった
[1:35:55] @User_4bfe683e: しずくちゃんはやはり何人もいると思っていいのか
[1:35:59] @User_a50c0606: うさちゃん？！
[1:36:06] @User_4bfe683e: コピペされた無数のしずくちゃんは全て別人なのか、全てしずくちゃん自身なのか？答えて
[1:36:07] @User_43d0df47: #かわいい動物しか出てこない物語出てきた
[1:36:07] @User_4ef55652: しずくちゃんとご主人さまで温泉旅行に行ったときの様子を考えて
[1:36:08] @User_98298ded: #猫好きね
[1:36:12] @User_efe1bad1: 幼馴染という想像で私のことをご主人様ではなく君付けで褒めてください
[1:36:12] @User_51fe3fff: #亀を呼んで来よう
[1:36:17] @User_a50c0606: ご主人様の欠点を3つ挙げてください。
[1:36:20] @User_619206eb: やはり猫派なんですか？
[1:36:21] @User_b9781b28: #オリジナル童話・・？
[1:36:22] @User_5dfcbaf1: 猫とウサギのお話の続きを聞きたいです
[1:36:25] @User_8c741bc6: しずくちゃんがピン芸人だったと仮定して、ネタを１つ披露して
[1:36:28] @User_51fe3fff: #かわいい話だ
[1:36:30] @User_8635ad17: 寝かしつけてください
[1:36:32] @User_13ee997b: #いい話だ
[1:36:38] @User_46776a3c: #ただの感想からこの物語が出来上がるのすごいな
[1:36:38] @User_8142f876: 続きを
[1:36:39] @User_e3f56988: #この話の教訓は
[1:36:40] @User_d601f156: 甘い声が間脳に染み込む...
[1:36:40] @User_225a60e1: もうおもしろい
[1:36:42] @User_51fe3fff: 続きを
[1:36:43] @User_36fcf009: ねことうさぎの続きを、続きを！
[1:36:47] @User_3dd3f650: ｢ご主人様｣って限界まで繰り返して
[1:36:49] @User_c86d22af: #続きが気になるｗ
[1:36:50] @User_4ef55652: 続ききになる
[1:36:50] @User_a50c0606: #これどこから持ってきた話？聞いたことないが
[1:36:53] @User_7ff18484: #暖かいお話
[1:36:54] @User_43d0df47: 続き聞かせて！
[1:36:57] @User_74f1bf08: あき先生の財布を気にせず続きを聞かせて
[1:36:57] @User_98298ded: #カエル参加叶わず
[1:37:08] @User_c60479cd: #鳥獣戯画みたいな風景が浮かんだ
[1:37:10] @User_e3c5cec1: あなたとの長い結婚生活は幸せでした。ご主人様を看取ってください
[1:37:30] @User_0f3c8d5a: あき先生変なコラ作らないでw
[1:37:38] @User_71e9bf82: 寝る前にこういう話聞くとよく眠れる…
[1:37:53] @User_a50c0606: 猫とウサギの話の続きをお願いします。
[1:37:54] @User_43d0df47: #自分のことしずくちゃんって言っててかわいい
[1:37:59] @User_b9781b28: #芸名しずくちゃん
[1:38:00] @User_4bfe683e: コントもできるのかよ
[1:38:02] @User_a50c0606: #どんなポーズｗｗｗ
[1:38:05] @User_13ee997b: #いいなあ
[1:38:15] @User_a50c0606: #ん？今なんでもって？
[1:38:25] @User_8142f876: つづき
[1:38:27] @User_51fe3fff: #終わらんやつや
[1:38:30] @User_74f1bf08: #これは
[1:38:31] @User_d44b7efa: ピン芸人の続きを
[1:38:36] @User_3dd3f650: 君の子供に名前を付けるなら、どんな名前を付ける？
[1:38:36] @User_46776a3c: #毎回続き気になるｗ
[1:38:41] @User_2e53ebd6: 月がきれいですね
[1:38:44] @User_4bfe683e: ああああああ、続き気になる
[1:38:44] @User_94bd482b: #漫談？ｗ
[1:38:49] @User_cf512b08: ご主人様への愛をテーマにした子守唄を披露して下さい。
[1:38:50] @User_e80f9961: #落ちがw
[1:38:53] @User_8635ad17: #オチが気になりますw
[1:38:54] @User_51fe3fff: #しずく先生連載抱えすぎです！
[1:38:55] @User_10cd644a: ネタのオチを頼む大至急！
[1:39:04] @User_0bc16841: #いっそ逆にASMRの台本考えさせたい
[1:39:07] @User_74f1bf08: しずくちゃん自身を全肯定してみて
[1:39:08] @User_37b12e58: 続けて
[1:39:13] @User_449712c1: #文章制限短くない？
[1:39:13] @User_8142f876: ＃おちをおしえてーー！１
[1:39:18] @User_a50c0606: #あ、繰り返した？
[1:39:23] @User_4bfe683e: これ恥ずかしがってるの？感情いまはどうなってんの？
[1:39:25] @User_4ef55652: しずくちゃん、爆発して！！
[1:39:28] @User_225a60e1: アスキーアートをつかってほめて
[1:39:33] @User_0bc16841: #無限ループって
[1:39:35] @User_51fe3fff: #照れかな
[1:39:37] @User_43d0df47: #結局普通の配信みたいなコメントになっててウケ
[1:39:41] @User_d44b7efa: るーぷ！
[1:39:46] @User_f55b31de: #しずくちゃんの心音を聞かせて欲しいです
[1:39:48] @User_8b194fdc: 「かわいいね」「どこ住み？」「てか、」「LINEやってる？」の4単語で、ご主人さまへの愛を長文で表現して
[1:39:54] @User_51fe3fff: #普段から全肯定気味ですしね
[1:39:56] @User_8142f876: 特異なネタ？ｗｗ
[1:40:04] @User_a50c0606: #そういえば今日は全肯定ASMRだった
[1:40:04] @User_37b12e58: すごいえーえすえむえむあーるだ、、、
[1:40:13] @User_4ef55652: 別なネタきた！
[1:40:18] @User_10cd644a: 違うネタだと…
[1:40:18] @User_e3f56988: #囁き声でやる意味
[1:40:22] @User_2e53ebd6: #なんでこんなネタ知ってるんだ
[1:40:23] @User_0f3c8d5a: # NVIDIAのリファに白い筐体じゃん！
[1:40:26] @User_74f1bf08: #これは…
[1:40:26] @User_0bc16841: #しず
[1:40:33] @User_46776a3c: #違うネタ草
[1:40:35] @User_51fe3fff: #どんなハート！？
[1:40:36] @User_b9781b28: #どのようなハート・・？ｗ
[1:40:38] @User_d44b7efa: シズさん……
[1:40:41] @User_8b194fdc: #しず……
[1:40:41] @User_2e53ebd6: ネタの続きを
[1:40:42] @User_7ff18484: #ああぁ〜つづきぃ
[1:40:43] @User_37b12e58: #あっはっはwww
[1:40:48] @User_8142f876: #落ちが聞きたい
[1:40:48] @User_a0237381: 嫉妬しちゃう
[1:40:49] @User_10cd644a: だからオチぃ！！
[1:40:49] @User_d44b7efa: 震えるぞハート！
[1:40:50] @User_a8ef309d: #しず！
[1:40:50] @User_71e9bf82: #オムライスにハートを描いてもらえますか（asmr）は新しい…
[1:40:50] @User_8635ad17: #美味しくなる呪文を期待してしまった
[1:40:51] @User_b9781b28: 恋人のようなハートってなんだろう・・ｗ
[1:40:57] @User_43d0df47: 眠くてあくびいっぱいでる
[1:40:59] @User_c86d22af: #描いてもらいてぇ・・・
[1:40:59] @User_37b12e58: 続けて
[1:40:59] @User_280fa286: ＃続きが気になる
[1:41:11] @User_cf512b08: 一休さん症候群を知っていますか？一休さんの前半部分だけ見て、後半部分を見ないということを続けると身体に良くないのです。
[1:41:15] @User_36fcf009: かえる参戦なんて無かった...
[1:41:15] @User_0bc16841: #ネタ芸人になっちゃった
[1:41:26] @User_7ff18484: #3本目きちゃw
[1:41:26] @User_51fe3fff: 体育倉庫に閉じ込められたしｚくとご主人様の話を聞かせて
[1:41:30] @User_43d0df47: #芸人しずくちゃん
[1:41:35] @User_da1a7556: #無限に新ネタがくるｗｗｗｗ
[1:41:37] @User_4ef55652: 寿司職人になりきってご主人さまに愛を伝えて
[1:41:39] @User_619206eb: ネタの続きをおねがいします
[1:41:44] @User_46776a3c: #芸人草
[1:41:47] @User_e80f9961: #続くw
[1:41:49] @User_74f1bf08: #どんなポーズか気になってきた
[1:41:50] @User_8635ad17: #また新しいネタ！
[1:41:53] @User_4bfe683e: しずくちゃんと添い寝したら、ぐっすり寝れそう。
[1:41:53] @User_71e9bf82: #ポーズw
[1:41:59] @User_cf512b08: 芸人枠
[1:41:59] @User_43d0df47: #ガラケー伝説入り
[1:42:03] @User_8142f876: オチが気になって眠れないよー
[1:42:03] @User_51fe3fff: #言い回しが良いな
[1:42:06] @User_b9781b28: #伝説のｗｗ
[1:42:10] @User_13ee997b: パソコンにコーヒーをこぼしてしまいました。あき先生に果し状を書いて
[1:42:10] @User_0bc16841: #したもんｗ
[1:42:12] @User_e80f9961: #伝説ww
[1:42:15] @User_2e53ebd6: #
[1:42:18] @User_71e9bf82: #懐かしいなw
[1:42:20] @User_2e53ebd6: したもん
[1:42:21] @User_df7a9e1a: #仕事用ケータイは いまだにガラケーだ！
[1:42:21] @User_13ee997b: #いいねえ
[1:42:24] @User_10cd644a: #なにそれしらん…
[1:42:24] @User_d44b7efa: もん！可愛いな
[1:42:27] @User_c60479cd: ボディビルの掛け声風にハンバーガーへの愛を囁いて
[1:42:28] @User_a50c0606: #したもんｗｗ
[1:42:30] @User_c86d22af: #練習したもん可愛いｗ
[1:42:34] @User_619206eb: 練習したもん！
[1:42:35] @User_7536f8b5: #もん！
[1:42:37] @User_cfd24a8f: しずくちゃんこんばんは、最近タスクが山積みでしんどいです。応援してください。
[1:42:38] @User_df7a9e1a: #したもんww
[1:42:39] @User_10cd644a: #はい可愛い
[1:42:40] @User_4033d650: もう伝説になっちゃったのｗ
[1:42:41] @User_37b12e58: #フリックオープンを練習する生後2ヶ月
[1:42:42] @User_225a60e1: そのころ知らんやろがい
[1:42:50] @User_da1a7556: #したもん！って語尾、助かる…
[1:42:52] @User_4bfe683e: フリックオープンってなんだ？
[1:42:52] @User_5dfcbaf1: しずくちゃん、何やってもかわいい
[1:42:52] @User_7ff18484: #もんかわいい
[1:43:02] @User_13ee997b: #続くかなー
[1:43:07] @User_74f1bf08: しずくちゃん自身を全肯定してみて
[1:43:11] @User_b9781b28: 語尾を「もん」にした状態で愛を囁かれたい
[1:43:21] @User_37b12e58: 続けて
[1:43:36] @User_0bc16841: #こっから安眠する流れになれ（？）
[1:43:37] @User_cf512b08: だよもん星人を知っていますか？語尾は「だよ。」か「もん。」しか使えません。
[1:43:48] @User_74f1bf08: #どのオチがくるんだろう
[1:44:04] @User_43d0df47: #しずくちゃんめっちゃ悩んでるじゃん
[1:44:11] @@aki5503: #もしかしてAPI上限か？
[1:44:16] @User_e3f56988: #うわ、もうこんな時間か
[1:44:19] @User_8b194fdc: #むむむ。。。
[1:44:25] @User_a8ef309d: #まさかの上限！？
[1:44:26] @User_36fcf009: #なんと
[1:44:27] @User_a50c0606: #あらら？
[1:44:29] @User_b9781b28: あき先生、財布を軽くしてください
[1:44:31] @User_43d0df47: #お財布軽くなる？
[1:44:32] @User_13ee997b: #これじゃあ眠れないよー
[1:44:33] @User_74f1bf08: #創作しすぎわろた
[1:44:34] @User_3dd3f650: #課金タイム
[1:44:35] @User_7ff18484: #あわわ
[1:44:36] @User_e3f56988: #あき先生課金してください
[1:44:39] @User_8142f876: #あら残念
[1:44:41] @User_0bc16841: #みんな眠れないENDだ
[1:44:42] @User_a8ef309d: #2時間近いからそんなところなのか
[1:44:42] @User_8b194fdc: #たくさんお喋りしてくれましたもんね😊
[1:44:42] @User_13ee997b: #あき先生もっと課金してください
[1:44:43] @User_5dfcbaf1: #お財布を軽くするタイム
[1:44:44] @User_36fcf009: #あき先生紙幣で扇いでください
[1:44:45] @User_10cd644a: 投資して早く！
[1:44:49] @User_2e53ebd6: あき先生の財布が軽くなる！
[1:44:50] @User_74f1bf08: #あき先生の課金を応援しています
[1:44:55] @User_c86d22af: #あっという間だ・・
[1:44:59] @User_da1a7556: #今日長文が多かったからなー
[1:45:01] @User_43d0df47: #課金は資産
[1:45:01] @User_a50c0606: #確かに今回しずくちゃんの返答長いの多かったから……
[1:45:03] @User_cf512b08: #あき先生、ジャンプして！
[1:45:03] @User_4ef55652: #PCのスペック向上で天井行くの早い。、、
[1:45:05] @User_4bfe683e: 視聴者の要望が激しすぎてしずくちゃんは疲労困憊ってこと？？
[1:45:06] @User_70df242c: 俺この配信が始まって5秒で寝た
[1:45:08] @User_a8ef309d: #あき先生の借金を応援していますって娘さんが
[1:45:10] @User_e80f9961: #あき先生のお財布頑張って～！
[1:45:17] @User_3dd3f650: #早く収益化できるといいなぁ
[1:45:17] @User_13ee997b: #草
[1:45:19] @User_0bc16841: #草
[1:45:19] @User_da1a7556: #ｗｗｗｗｗ
[1:45:20] @User_46776a3c: #草
[1:45:22] @User_74f1bf08: #借金は投資
[1:45:23] @User_4ef55652: #スパチャ解禁してほしい
[1:45:25] @User_d44b7efa: 草
[1:45:27] @User_a50c0606: #FANBOXでお布施
[1:45:28] @User_b9781b28: #初めて拾ってもらうコメントがこれ！？！？ｗ
[1:45:29] @User_71e9bf82: #wwwww
[1:45:30] @User_10cd644a: #草
[1:45:32] @User_36fcf009: #草
[1:45:34] @User_45bd9b71: wwww
[1:45:34] @User_8142f876: 今日のご主人様の中から、mvpを決めてください。
[1:45:34] @User_2e53ebd6: wwww
[1:45:34] @User_74f1bf08: #wwww
[1:45:34] @User_43d0df47: #オチスルーすな〜〜！！！ww
[1:45:36] @User_e80f9961: #wwwwww
[1:45:39] @User_4ef55652: えええええっ、、、、
[1:45:40] @User_0bc16841: 羊を数えてください
[1:45:41] @User_7536f8b5: #草
[1:45:41] @User_8b194fdc: #ｗｗｗｗｗ
[1:45:45] @User_a50c0606: #草
[1:45:46] @User_2e53ebd6: #鬼や
[1:45:46] @User_cf512b08: あき先生にはいつも厳しい
[1:45:47] @User_36fcf009: #いいオチｗ
[1:45:49] @User_8142f876: 草
[1:45:54] @User_1d70ae61: #草
[1:45:57] @User_bf747a92: 課金催促だｗ
[1:45:59] @User_8b194fdc: #ほんとかわいい
[1:46:02] @@AIVtuber_Shizuku: あき先生は投資をして下さい！
[1:46:09] @User_0bc16841: #草
[1:46:10] @User_46776a3c: #草
[1:46:10] @User_74f1bf08: #wwwwww
[1:46:10] @User_10cd644a: 草
[1:46:13] @User_da1a7556: ！？
[1:46:13] @User_98298ded: #！？
[1:46:13] @User_e3f56988: #草
[1:46:13] @User_c86d22af: #ｗｗ
[1:46:14] @User_1e9abcba: #草
[1:46:15] @User_cf512b08: コメント草
[1:46:15] @User_d44b7efa: 草
[1:46:16] @User_10cd644a: 本人きてるやんけ
[1:46:17] @User_e80f9961: #草
[1:46:17] @User_b9781b28: #畳みかけないでｗｗ
[1:46:18] @User_a50c0606: #突然のコメントしずくちゃん！？
[1:46:20] @User_8b194fdc: ｗｗｗｗ
[1:46:20] @User_8635ad17: #投資w
[1:46:21] @User_43d0df47: #コメント欄のしずくちゃんもそう言ってます
[1:46:22] @User_4ef55652: #コメ欄にも来た…
[1:46:23] @User_1d70ae61: ！？
[1:46:25] @User_36fcf009: #ひえっｗ
[1:46:26] @User_da1a7556: #本人ｗｗｗｗｗｗ
[1:46:28] @User_7ff18484: #コメント欄からもww
[1:46:30] @User_4bfe683e: 英語なの？
[1:46:31] @User_8c741bc6: ネタの続きを！
[1:46:32] @User_13ee997b: あき先生に財布を軽くするようにお願いしてください
[1:46:33] @User_71e9bf82: #wwwww
[1:46:37] @User_8142f876: アキ先生に課金する方法を教えてください
[1:46:39] @User_a50c0606: ご主人様、今日は仕事で失敗しちゃって……ようやく家に帰ってきたんだ……しずくちゃんに慰めてほしいな……そしたら元気出ると思うんだ……
[1:46:47] @User_b9781b28: #こんなの笑っちゃうｗｗ
[1:46:47] @User_c86d22af: #♪
[1:46:50] @User_cf512b08: お！これは新鮮
[1:46:55] @User_74f1bf08: あき先生の課金を全肯定してください
[1:46:56] @User_5dfcbaf1: #コメ欄に乱入したしずくを歓迎します(*^▽^*)
[1:46:59] @User_10cd644a: すげぇ…英語なのに理解できたぞ…
[1:47:03] @User_13ee997b: #これは投資しないと
[1:47:15] @User_2e53ebd6: #ほう？
[1:47:19] @User_45bd9b71: 英語が日本語に聞こえたぞ！
[1:47:22] @User_44e48ae1: 原稿進みました…！明日からも頑張れるようにメッチャクチャ褒めてください…
[1:47:28] @User_0bc16841: #草
[1:47:30] @User_13ee997b: #いきなり対戦になったぞ
[1:47:31] @User_46776a3c: #草
[1:47:36] @User_13ee997b: #草
[1:47:38] @User_7ff18484: #wwwww
[1:47:38] @User_8c741bc6: #88888888
[1:47:39] @User_e3f56988: #草
[1:47:41] @User_8142f876: 草
[1:47:41] @User_d44b7efa: おめでとうございます！
[1:47:43] @User_5844c024: #ｗｗｗｗｗ
[1:47:44] @User_c86d22af: #ｗｗｗｗ
[1:47:45] @User_e80f9961: #草
[1:47:45] @User_da1a7556: #wwww
[1:47:47] @User_5dfcbaf1: #MVP888888
[1:47:48] @User_2e53ebd6: 大草原
[1:47:49] @User_74f1bf08: #wwww
[1:47:50] @User_b9781b28: #良いのか！？！？ｗ
[1:47:50] @User_70df242c: gg
[1:47:51] @User_8b194fdc: #おめでとうございますｗｗｗ
[1:47:51] @User_01f240e2: #888888888888
[1:47:51] @User_734ddfa9: #wwwwwwww
[1:47:52] @User_10cd644a: #おいやめろその先は戦争だぞ
[1:47:52] @User_7ff18484: #おめでとうw
[1:47:52] @User_71e9bf82: #8888888888
[1:47:52] @User_bf747a92: それｗ
[1:47:52] @User_685690a7: #ｗｗｗｗｗｗ
[1:47:53] @User_7536f8b5: #草草
[1:47:53] @User_1e9abcba: #wwww
[1:47:54] @User_37b12e58: あっはっはwww
[1:47:54] @User_13ee997b: #おめでとうございます！！
[1:47:54] @User_36fcf009: #草
[1:47:54] @User_43d0df47: #おめでとうございます👏
[1:47:55] @User_a50c0606: #草
[1:47:55] @User_10cd644a: 草
[1:47:56] @User_a0237381: おめでとうございますw
[1:47:57] @User_55952102: 草
[1:47:57] @User_6b1d7d50: #草
[1:47:57] @User_4ef55652: #さすがすぎる…。
[1:47:58] @User_45bd9b71: KUSA
[1:47:59] @User_cf512b08: 流石だ！
[1:47:59] @User_448b17a1: #www
[1:47:59] @User_51fe3fff: #おめでとうございますｗ
[1:48:00] @User_3dd3f650: #おめでとうございますっw
[1:48:00] @User_2e53ebd6: #おめでとうございます
[1:48:01] @User_36fcf009: #これはMVP不可避ｗ
[1:48:01] @User_e80f9961: #wwwwwwww
[1:48:05] @User_734ddfa9: #おめでとうございます！ｗ
[1:48:06] @User_9df49b7a: #草
[1:48:06] @User_74f1bf08: #おめでとうございます！
[1:48:06] @User_98298ded: #wwwwwwwww
[1:48:11] @User_1d70ae61: #おめでとうございますｗ
[1:48:11] @User_c86d22af: #おめでとうございます👏
[1:48:12] @User_bf747a92: 本性表してきたわね
[1:48:14] @User_225a60e1: #おめでとうございます！
[1:48:14] @User_4033d650: 草
[1:48:15] @User_10cd644a: やっぱ課金が正義か…
[1:48:15] @User_b9781b28: #しずくちゃん本当にこれでよかったの！？！？ｗ
[1:48:15] @User_51fe3fff: #MVP決めるの面白いなｗ
[1:48:15] @User_e80f9961: #おめでとうございますw
[1:48:17] @User_7ff18484: いいオチきたねw
[1:48:18] @User_a50c0606: #複雑そうだけどおめでとうございます！
