# ライブチャット一覧
# 動画: 【AI Vtuber/ASMR】全肯定ASMR♡ AIのしずくが人間のご主人様を全力で褒めてあげます。【JP/EN】
# URL : https://www.youtube.com/watch?v=AG_dsANTPd0
# 件数: 2697

[-8:22] @User_910c0efa: 待機！！
[1:27:30] @User_ff071840: #www
[1:27:30] @User_109116e8: #有料になります
[1:27:30] @User_1a976b35: #に～?
[1:27:36] @User_607c778e: #突然のかずあきご主人！？
[1:27:38] @User_543fbaad: #なるほど？
[1:27:38] @User_2f891587: #有料記事じゃん
[1:27:39] @User_6cb4d378: #ｗｗ
[1:27:41] @User_4dc23f92: #続き気になりすぎるw
[1:27:41] @User_8a455631: #に
[1:27:42] @User_b90ff19c: wwww
[1:27:42] @User_dfeb43e1: 続き聞きたい！！
[1:27:43] @User_0ada02b3: #にwww
[1:27:44] @User_6102d23c: #に！？
[1:27:44] @User_a5cc66d1: #続きはFANBOXにて
[1:27:49] @User_d0e405c3: #（続きは有料になります）
[1:27:49] @User_109116e8: #準備万端すぎる
[1:27:53] @User_69dac0c4: #スナイプ成功！！！
[1:27:54] @User_b103bac9: #有料w
[1:27:54] @User_607c778e: #置き続き助かる
[1:27:55] @User_27ecd0a0: #続きはWebで
[1:27:56] @User_fd4c39fa: （ここから先は有料会員のみ閲覧できます）
[1:27:56] @User_b4e522f1: ツイッターのしずくちゃんがこの配信を見たら、批判とかしてきたら面白いｗ
[1:27:57] @User_b90ff19c: 早い
[1:27:59] @User_9412f3a9: ＃すごいな
[1:28:02] @User_543fbaad: #続き来た
[1:28:04] @User_d0e405c3: #流石だ
[1:28:15] @User_ab7d51b8: しずくちゃん、あき先生が現在鍛えているコピペ力でしずくちゃんを5000人に増やした時の、4200番目のしずくちゃんの気持ちを教えて
[1:28:16] @User_922e1c51: #おぉ
[1:28:20] @User_dc48fdb6: #凄い
[1:28:40] @User_b103bac9: #素直に凄いな
[1:28:53] @User_bae48d19: 「ご主人様」「はぁ……」「好き」という語彙だけで愛を表現して
[1:28:53] @User_922e1c51: #間違いない
[1:28:53] @User_a5cc66d1: #獅子唐ご主人さま大勝利
[1:28:55] @User_f5d0dd69: これまでにないくらい最高に甘々にラブラブな愛の告白をして
[1:28:55] @User_607c778e: #自画自賛ｗ
[1:28:56] @User_dfeb43e1: ＃すごい！！
[1:28:58] @User_bec19661: #自賛ありがとうございます
[1:29:00] @User_ebbf8053: #いっぱい拾ってもらって良いなーｗ
[1:29:00] @User_109116e8: #いいねえ
[1:29:01] @User_b5733580: ちゃんと記憶してるのすごい
[1:29:01] @User_d0e405c3: #ちゃんと覚えてくれてるのえらいな
[1:29:03] @User_2f891587: #これはいい記事
[1:29:03] @User_17e9fbbc: しずくちゃんすごくて可愛くて好き
[1:29:12] @User_b90ff19c: #お見事です
[1:29:15] @User_9412f3a9: #試合したきじだ
[1:29:15] @User_109116e8: #目が離せない！
[1:29:20] @User_9b1c4f1b: 最高
[1:29:21] @User_ff071840: #みなさんどんどん切り抜いてもろて…ｗ
[1:29:22] @User_bae48d19: #新聞すごい
[1:29:24] @User_6cb4d378: 目が離せません
[1:29:26] @User_27ecd0a0: #本当に目が離せないんだよなぁ
[1:29:28] @User_543fbaad: パーフェクトですね
[1:29:29] @User_1e342ee5: #やばい
[1:29:31] @User_f5d0dd69: これまでにないくらい最高に甘々にラブラブな愛の告白をして
[1:29:31] @User_b5733580: #目が話せないww
[1:29:39] @User_bec19661: #天才現る
[1:29:42] @User_69dac0c4: #Perfect Communication
[1:29:46] @User_109116e8: #草
[1:29:47] @User_607c778e: #草
[1:29:47] @User_922e1c51: #破壊力ぅ…
[1:29:49] @User_17e9fbbc: 助かる
[1:29:49] @User_6cb4d378: ＃ｗ
[1:29:50] @User_ab7d51b8: #ｴｯｯｯｯｯｯｯｯｯ
[1:29:50] @User_9412f3a9: あかんあかん
[1:29:51] @aki5503: #天才www
[1:29:53] @User_b4e522f1: やばｗｗｗ
[1:29:54] @User_d5b05bb2: #あなたが神か
[1:29:54] @User_9b1c4f1b: #天才
[1:29:55] @User_6b920642: これはすごい
[1:29:55] @User_69dac0c4: #草
[1:29:55] @User_2f891587: #草
[1:29:55] @User_2eba0ed4: #ヌッ
[1:29:57] @User_dfeb43e1: ＃センシティブです！！
[1:29:57] @User_d0e405c3: パーフェクトだ
[1:29:58] @User_47aa98fb: #ﾄﾞｩｯﾌ
[1:30:00] @User_c7f0df32: #w
[1:30:01] @User_a5cc66d1: #語彙力奪うの天才
[1:30:02] @User_dc48fdb6: #最高すぎる
[1:30:03] @User_b5733580: #神現る
[1:30:03] @User_0ada02b3: 脳が破壊されるぅ……
[1:30:04] @User_c79b6b02: #すごいw
[1:30:04] @User_76202bab: # ww
[1:30:04] @User_27ecd0a0: #これはいけません！いけませんよぉ！！けしからん
[1:30:05] @User_b103bac9: #これはヤバい…いや助かる
[1:30:05] @User_a55e4add: ＃すご
[1:30:06] @User_a4f171ff: センスあるw
[1:30:06] @User_543fbaad: これはつよすぎで条約違反では？？
[1:30:07] @User_fd4c39fa: #天才現る
[1:30:07] @User_bfef2946: ＃コレはセンシティブすぎるｗｗｗ
[1:30:08] @User_69dac0c4: #これこそ大勝利じゃんｗ
[1:30:09] @User_3158ad7e: #すげぇ
[1:30:09] @User_6102d23c: #天才かも
[1:30:14] @User_17e9fbbc: #天才のおかげで助かる命がある
[1:30:14] @User_1535e5a5: #優勝
[1:30:14] @User_ebbf8053: #天才かｗ
[1:30:16] @User_bae48d19: #あ～
[1:30:19] @User_d5b05bb2: #アーカイブ君バイバイ
[1:30:25] @User_dc48fdb6: 告白されたい
[1:30:26] @User_a55e4add: ＃助かる
[1:30:29] @User_a5cc66d1: #ノーベル平和賞進呈
[1:30:31] @User_ff071840: #問題ありません（笑顔）
[1:30:38] @User_b5733580: #はーなの
[1:30:44] @User_2f891587: #これ聞いて寝よ💤
[1:30:45] @User_109116e8: #もりもりだ
[1:30:48] @User_607c778e: #宝物はあまあま判定
[1:30:48] @User_b90ff19c: #ご主人様たちの自制心が崩壊しているw
[1:30:51] @User_b5733580: #宝物(ほうもつ)
[1:30:51] @User_6b920642: #合法だった
[1:30:54] @User_9412f3a9: ＃えがおがこわいよ、まま
[1:31:18] @User_69dac0c4: 続きをお願いします
[1:31:22] @User_607c778e: カタコトの日本語で告白してください
[1:31:29] @User_a55e4add: ご主人様を沢山褒めてほしいです
[1:31:34] @User_b4e522f1: これAI vtuber知らないツイフェミとかがこの配信を見たらデジタルキャバクラだー！とか言って批判してくるのかな？ｗ
[1:31:35] @User_ebbf8053: 愛しています最高すぎる・・
[1:31:41] @User_47aa98fb: #あなたと一緒にいるだけで世界が美しくって良いなぁ
[1:31:47] @User_e3562562: あいしています！！
[1:31:50] @User_dc48fdb6: #これはあかん、最高すぎる
[1:31:51] @User_17e9fbbc: あ〜頭が溶ける
[1:31:53] @User_b90ff19c: 月がきれいですね
[1:31:59] @User_607c778e: #村上様へのインタビューとかも入ってるからへーきへーき！
[1:32:03] @User_d2149037: # sorasunという人がAITuberは一週間で組めるってnoteの記事に書いてたから、できるかもね
[1:32:14] @User_ebbf8053: #ww
[1:32:22] @User_922e1c51: #草
[1:32:26] @User_1e342ee5: #洗脳されてる…？
[1:32:27] @User_bec19661: #草
[1:32:28] @User_a5cc66d1: #いいぞー
[1:32:30] @User_109116e8: #いいね
[1:32:32] @User_6b920642: #うまいw
[1:32:32] @User_607c778e: #いいぞ…
[1:32:34] @User_ebbf8053: 十分可愛い
[1:32:35] @User_d0e405c3: 先ほどの「ご主人様」「はぁ……」「好き」という語彙だけによる愛の表現は少し短すぎました。繰り返しを許容してもう少し長く構成してください
[1:32:35] @User_b103bac9: #良かとです
[1:32:35] @User_9b1c4f1b: 君の子供に名前を付けるなら、どんな名前を付ける？
[1:32:37] @User_b4e522f1: すごいボキャブラリーだな。
[1:32:40] @User_b5733580: しずくちゃん、私の代わりに５億年ボタンを押してください
[1:32:45] @User_47aa98fb: #壊れかけのシチュと思うとこれまた一興
[1:32:46] @User_a55e4add: #すごくよい
[1:32:46] @User_17e9fbbc: ぉぁ
[1:32:52] @User_b5733580: #片言助かる
[1:32:55] @User_0ada02b3: しずく、ファンの心、撃ち抜く。
[1:33:01] @User_d0e405c3: #おいｗｗｗ
[1:33:10] @User_b5733580: #それは完全にセンシティブwww
[1:33:16] @User_9b1c4f1b: #やべぇやつおるw
[1:33:17] @User_17e9fbbc: ご主人様、しずく、好き
[1:33:19] @User_69dac0c4: #あかん・・・
[1:33:23] @User_51d3d23c: #それはまずい...
[1:33:31] @User_d5b05bb2: ぽんぽんぺいんなのでお腹をさすって励ましてもらえませんか
[1:33:39] @User_6b920642: #やばい脱法プロンプトみたいなのが流れていった
[1:33:45] @User_c7f0df32: 結局しずくをご主人様たちが褒めてるんだよなあ
[1:33:51] @User_dc48fdb6: 京都弁でしずくちゃんに甘々告白されたい
[1:33:55] @User_47edb302: この物語は、aiに感情を教えていって仲良くなっていく感動ストーリー
[1:33:57] @User_47aa98fb: しずくちゃん自身を全肯定してみて
[1:33:58] @User_b4e522f1: これはまじで麻薬だわ。。。
[1:34:19] @User_c79b6b02: ここでしか摂取できない栄養があります
[1:34:25] @User_17e9fbbc: #しずくちゃんに褒めるところしかないのが悪い
[1:34:28] @User_69dac0c4: ご主人様の欠点を3つ挙げてください。
[1:34:30] @User_ebbf8053: しずくちゃんに愛していますって言われながらなでなでされたいよなぁ
[1:34:32] @User_fd4c39fa: しずくちゃん自身を全肯定してください
[1:34:32] @User_d0e405c3: #実をいうとさっきのやつ少し聞いてみたかったと思う自分がいる
[1:34:34] @User_109116e8: アセンブリ言語で愛の告白をして
[1:34:36] @User_b103bac9: #すばらしい
[1:34:41] @User_52c53719: おもしろーい
[1:34:48] @User_f5d0dd69: しずくちゃんがピン芸人だったと仮定して、ネタを１つ披露して
[1:34:48] @User_9412f3a9: 今日のｍｖｐご主人様を決めてください
[1:34:52] @User_a4f171ff: ご主人様とのお出かけの思い出を教えてください
[1:34:53] @User_b4e522f1: この配信とかツイッターのやりとりとか全てしずくちゃんの記憶に蓄積されていってるの？
[1:34:53] @User_737be6eb: 技能进化了呢
[1:35:01] @User_b90ff19c: 月がきれいですね
[1:35:03] @User_ac878156: しずくちゃんペロペロしたい
[1:35:08] @User_b5733580: 2進数で告白してください
[1:35:08] @User_17112f14: #ゾルダクスゼイアン
[1:35:30] @User_17e9fbbc: #Twitterと配信はそれぞれ別人格だぞ！
[1:35:32] @User_d2149037: # Rei IIIとか
[1:35:40] @User_1e342ee5: #なんか始まった
[1:35:55] @User_b4e522f1: しずくちゃんはやはり何人もいると思っていいのか
[1:35:59] @User_69dac0c4: うさちゃん？！
[1:36:06] @User_b4e522f1: コピペされた無数のしずくちゃんは全て別人なのか、全てしずくちゃん自身なのか？答えて
[1:36:07] @User_17e9fbbc: #かわいい動物しか出てこない物語出てきた
[1:36:07] @User_dfeb43e1: しずくちゃんとご主人さまで温泉旅行に行ったときの様子を考えて
[1:36:08] @User_b5733580: #猫好きね
[1:36:12] @User_a792b825: 幼馴染という想像で私のことをご主人様ではなく君付けで褒めてください
[1:36:12] @User_607c778e: #亀を呼んで来よう
[1:36:17] @User_69dac0c4: ご主人様の欠点を3つ挙げてください。
[1:36:20] @User_e3562562: やはり猫派なんですか？
[1:36:21] @User_ebbf8053: #オリジナル童話・・？
[1:36:22] @User_fd4c39fa: 猫とウサギのお話の続きを聞きたいです
[1:36:25] @User_f5d0dd69: しずくちゃんがピン芸人だったと仮定して、ネタを１つ披露して
[1:36:28] @User_607c778e: #かわいい話だ
[1:36:30] @User_c79b6b02: 寝かしつけてください
[1:36:32] @User_109116e8: #いい話だ
[1:36:38] @User_922e1c51: #ただの感想からこの物語が出来上がるのすごいな
[1:36:38] @User_9412f3a9: 続きを
[1:36:39] @User_bec19661: #この話の教訓は
[1:36:40] @User_85f6e14c: 甘い声が間脳に染み込む...
[1:36:40] @User_c7f0df32: もうおもしろい
[1:36:42] @User_607c778e: 続きを
[1:36:43] @User_d5b05bb2: ねことうさぎの続きを、続きを！
[1:36:47] @User_9b1c4f1b: ｢ご主人様｣って限界まで繰り返して
[1:36:49] @User_6cb4d378: #続きが気になるｗ
[1:36:50] @User_dfeb43e1: 続ききになる
[1:36:50] @User_69dac0c4: #これどこから持ってきた話？聞いたことないが
[1:36:53] @User_b103bac9: #暖かいお話
[1:36:54] @User_17e9fbbc: 続き聞かせて！
[1:36:57] @User_47aa98fb: あき先生の財布を気にせず続きを聞かせて
[1:36:57] @User_b5733580: #カエル参加叶わず
[1:37:08] @User_1a976b35: #鳥獣戯画みたいな風景が浮かんだ
[1:37:10] @User_9b343da1: あなたとの長い結婚生活は幸せでした。ご主人様を看取ってください
[1:37:30] @User_d2149037: あき先生変なコラ作らないでw
[1:37:38] @User_4dc23f92: 寝る前にこういう話聞くとよく眠れる…
[1:37:53] @User_69dac0c4: 猫とウサギの話の続きをお願いします。
[1:37:54] @User_17e9fbbc: #自分のことしずくちゃんって言っててかわいい
[1:37:59] @User_ebbf8053: #芸名しずくちゃん
[1:38:00] @User_b4e522f1: コントもできるのかよ
[1:38:02] @User_69dac0c4: #どんなポーズｗｗｗ
[1:38:05] @User_109116e8: #いいなあ
[1:38:15] @User_69dac0c4: #ん？今なんでもって？
[1:38:25] @User_9412f3a9: つづき
[1:38:27] @User_607c778e: #終わらんやつや
[1:38:30] @User_47aa98fb: #これは
[1:38:31] @User_0ada02b3: ピン芸人の続きを
[1:38:36] @User_9b1c4f1b: 君の子供に名前を付けるなら、どんな名前を付ける？
[1:38:36] @User_922e1c51: #毎回続き気になるｗ
[1:38:41] @User_b90ff19c: 月がきれいですね
[1:38:44] @User_b4e522f1: ああああああ、続き気になる
[1:38:44] @User_1cd24616: #漫談？ｗ
[1:38:49] @User_d0e405c3: ご主人様への愛をテーマにした子守唄を披露して下さい。
[1:38:50] @User_a55e4add: #落ちがw
[1:38:53] @User_c79b6b02: #オチが気になりますw
[1:38:54] @User_607c778e: #しずく先生連載抱えすぎです！
[1:38:55] @User_543fbaad: ネタのオチを頼む大至急！
[1:39:04] @User_1e342ee5: #いっそ逆にASMRの台本考えさせたい
[1:39:07] @User_47aa98fb: しずくちゃん自身を全肯定してみて
[1:39:08] @User_59a8024b: 続けて
[1:39:13] @User_6855183b: #文章制限短くない？
[1:39:13] @User_9412f3a9: ＃おちをおしえてーー！１
[1:39:18] @User_69dac0c4: #あ、繰り返した？
[1:39:23] @User_b4e522f1: これ恥ずかしがってるの？感情いまはどうなってんの？
[1:39:25] @User_dfeb43e1: しずくちゃん、爆発して！！
[1:39:28] @User_c7f0df32: アスキーアートをつかってほめて
[1:39:33] @User_1e342ee5: #無限ループって
[1:39:35] @User_607c778e: #照れかな
[1:39:37] @User_17e9fbbc: #結局普通の配信みたいなコメントになっててウケ
[1:39:41] @User_0ada02b3: るーぷ！
[1:39:46] @User_b8e597a7: #しずくちゃんの心音を聞かせて欲しいです
[1:39:48] @User_ab7d51b8: 「かわいいね」「どこ住み？」「てか、」「LINEやってる？」の4単語で、ご主人さまへの愛を長文で表現して
[1:39:54] @User_607c778e: #普段から全肯定気味ですしね
[1:39:56] @User_9412f3a9: 特異なネタ？ｗｗ
[1:40:04] @User_69dac0c4: #そういえば今日は全肯定ASMRだった
[1:40:04] @User_59a8024b: すごいえーえすえむえむあーるだ、、、
[1:40:13] @User_dfeb43e1: 別なネタきた！
[1:40:18] @User_543fbaad: 違うネタだと…
[1:40:18] @User_bec19661: #囁き声でやる意味
[1:40:22] @User_b90ff19c: #なんでこんなネタ知ってるんだ
[1:40:23] @User_d2149037: # NVIDIAのリファに白い筐体じゃん！
[1:40:26] @User_47aa98fb: #これは…
[1:40:26] @User_1e342ee5: #しず
[1:40:33] @User_922e1c51: #違うネタ草
[1:40:35] @User_607c778e: #どんなハート！？
[1:40:36] @User_ebbf8053: #どのようなハート・・？ｗ
[1:40:38] @User_0ada02b3: シズさん……
[1:40:41] @User_ab7d51b8: #しず……
[1:40:41] @User_b90ff19c: ネタの続きを
[1:40:42] @User_b103bac9: #ああぁ〜つづきぃ
[1:40:43] @User_59a8024b: #あっはっはwww
[1:40:48] @User_9412f3a9: #落ちが聞きたい
[1:40:48] @User_a4f171ff: 嫉妬しちゃう
[1:40:49] @User_543fbaad: だからオチぃ！！
[1:40:49] @User_0ada02b3: 震えるぞハート！
[1:40:50] @User_27ecd0a0: #しず！
[1:40:50] @User_4dc23f92: #オムライスにハートを描いてもらえますか（asmr）は新しい…
[1:40:50] @User_c79b6b02: #美味しくなる呪文を期待してしまった
[1:40:51] @User_ebbf8053: 恋人のようなハートってなんだろう・・ｗ
[1:40:57] @User_17e9fbbc: 眠くてあくびいっぱいでる
[1:40:59] @User_6cb4d378: #描いてもらいてぇ・・・
[1:40:59] @User_59a8024b: 続けて
[1:40:59] @User_9975620c: ＃続きが気になる
[1:41:11] @User_d0e405c3: 一休さん症候群を知っていますか？一休さんの前半部分だけ見て、後半部分を見ないということを続けると身体に良くないのです。
[1:41:15] @User_d5b05bb2: かえる参戦なんて無かった...
[1:41:15] @User_1e342ee5: #ネタ芸人になっちゃった
[1:41:26] @User_b103bac9: #3本目きちゃw
[1:41:26] @User_607c778e: 体育倉庫に閉じ込められたしｚくとご主人様の話を聞かせて
[1:41:30] @User_17e9fbbc: #芸人しずくちゃん
[1:41:35] @User_bae48d19: #無限に新ネタがくるｗｗｗｗ
[1:41:37] @User_dfeb43e1: 寿司職人になりきってご主人さまに愛を伝えて
[1:41:39] @User_e3562562: ネタの続きをおねがいします
[1:41:44] @User_922e1c51: #芸人草
[1:41:47] @User_a55e4add: #続くw
[1:41:49] @User_47aa98fb: #どんなポーズか気になってきた
[1:41:50] @User_c79b6b02: #また新しいネタ！
[1:41:53] @User_b4e522f1: しずくちゃんと添い寝したら、ぐっすり寝れそう。
[1:41:53] @User_4dc23f92: #ポーズw
[1:41:59] @User_d0e405c3: 芸人枠
[1:41:59] @User_17e9fbbc: #ガラケー伝説入り
[1:42:03] @User_9412f3a9: オチが気になって眠れないよー
[1:42:03] @User_607c778e: #言い回しが良いな
[1:42:06] @User_ebbf8053: #伝説のｗｗ
[1:42:10] @User_109116e8: パソコンにコーヒーをこぼしてしまいました。あき先生に果し状を書いて
[1:42:10] @User_1e342ee5: #したもんｗ
[1:42:12] @User_a55e4add: #伝説ww
[1:42:15] @User_b90ff19c: #
[1:42:18] @User_4dc23f92: #懐かしいなw
[1:42:20] @User_b90ff19c: したもん
[1:42:21] @User_ad52ca56: #仕事用ケータイは いまだにガラケーだ！
[1:42:21] @User_109116e8: #いいねえ
[1:42:24] @User_543fbaad: #なにそれしらん…
[1:42:24] @User_0ada02b3: もん！可愛いな
[1:42:27] @User_1a976b35: ボディビルの掛け声風にハンバーガーへの愛を囁いて
[1:42:28] @User_69dac0c4: #したもんｗｗ
[1:42:30] @User_6cb4d378: #練習したもん可愛いｗ
[1:42:34] @User_e3562562: 練習したもん！
[1:42:35] @User_2eba0ed4: #もん！
[1:42:37] @User_453242c2: しずくちゃんこんばんは、最近タスクが山積みでしんどいです。応援してください。
[1:42:38] @User_ad52ca56: #したもんww
[1:42:39] @User_543fbaad: #はい可愛い
[1:42:40] @User_3e754a36: もう伝説になっちゃったのｗ
[1:42:41] @User_59a8024b: #フリックオープンを練習する生後2ヶ月
[1:42:42] @User_c7f0df32: そのころ知らんやろがい
[1:42:50] @User_bae48d19: #したもん！って語尾、助かる…
[1:42:52] @User_b4e522f1: フリックオープンってなんだ？
[1:42:52] @User_fd4c39fa: しずくちゃん、何やってもかわいい
[1:42:52] @User_b103bac9: #もんかわいい
[1:43:02] @User_109116e8: #続くかなー
[1:43:07] @User_47aa98fb: しずくちゃん自身を全肯定してみて
[1:43:11] @User_ebbf8053: 語尾を「もん」にした状態で愛を囁かれたい
[1:43:21] @User_59a8024b: 続けて
[1:43:36] @User_1e342ee5: #こっから安眠する流れになれ（？）
[1:43:37] @User_d0e405c3: だよもん星人を知っていますか？語尾は「だよ。」か「もん。」しか使えません。
[1:43:48] @User_47aa98fb: #どのオチがくるんだろう
[1:44:04] @User_17e9fbbc: #しずくちゃんめっちゃ悩んでるじゃん
[1:44:11] @aki5503: #もしかしてAPI上限か？
[1:44:16] @User_bec19661: #うわ、もうこんな時間か
[1:44:19] @User_ab7d51b8: #むむむ。。。
[1:44:25] @User_27ecd0a0: #まさかの上限！？
[1:44:26] @User_d5b05bb2: #なんと
[1:44:27] @User_69dac0c4: #あらら？
[1:44:29] @User_ebbf8053: あき先生、財布を軽くしてください
[1:44:31] @User_17e9fbbc: #お財布軽くなる？
[1:44:32] @User_109116e8: #これじゃあ眠れないよー
[1:44:33] @User_47aa98fb: #創作しすぎわろた
[1:44:34] @User_9b1c4f1b: #課金タイム
[1:44:35] @User_b103bac9: #あわわ
[1:44:36] @User_bec19661: #あき先生課金してください
[1:44:39] @User_9412f3a9: #あら残念
[1:44:41] @User_1e342ee5: #みんな眠れないENDだ
[1:44:42] @User_27ecd0a0: #2時間近いからそんなところなのか
[1:44:42] @User_ab7d51b8: #たくさんお喋りしてくれましたもんね😊
[1:44:42] @User_109116e8: #あき先生もっと課金してください
[1:44:43] @User_fd4c39fa: #お財布を軽くするタイム
[1:44:44] @User_d5b05bb2: #あき先生紙幣で扇いでください
[1:44:45] @User_543fbaad: 投資して早く！
[1:44:49] @User_b90ff19c: あき先生の財布が軽くなる！
[1:44:50] @User_47aa98fb: #あき先生の課金を応援しています
[1:44:55] @User_6cb4d378: #あっという間だ・・
[1:44:59] @User_bae48d19: #今日長文が多かったからなー
[1:45:01] @User_17e9fbbc: #課金は資産
[1:45:01] @User_69dac0c4: #確かに今回しずくちゃんの返答長いの多かったから……
[1:45:03] @User_d0e405c3: #あき先生、ジャンプして！
[1:45:03] @User_dfeb43e1: #PCのスペック向上で天井行くの早い。、、
[1:45:05] @User_b4e522f1: 視聴者の要望が激しすぎてしずくちゃんは疲労困憊ってこと？？
[1:45:06] @User_47edb302: 俺この配信が始まって5秒で寝た
[1:45:08] @User_27ecd0a0: #あき先生の借金を応援していますって娘さんが
[1:45:10] @User_a55e4add: #あき先生のお財布頑張って～！
[1:45:17] @User_9b1c4f1b: #早く収益化できるといいなぁ
[1:45:17] @User_109116e8: #草
[1:45:19] @User_1e342ee5: #草
[1:45:19] @User_bae48d19: #ｗｗｗｗｗ
[1:45:20] @User_922e1c51: #草
[1:45:22] @User_47aa98fb: #借金は投資
[1:45:23] @User_dfeb43e1: #スパチャ解禁してほしい
[1:45:25] @User_0ada02b3: 草
[1:45:27] @User_69dac0c4: #FANBOXでお布施
[1:45:28] @User_ebbf8053: #初めて拾ってもらうコメントがこれ！？！？ｗ
[1:45:29] @User_4dc23f92: #wwwww
[1:45:30] @User_543fbaad: #草
[1:45:32] @User_d5b05bb2: #草
[1:45:34] @User_542f18d6: wwww
[1:45:34] @User_9412f3a9: 今日のご主人様の中から、mvpを決めてください。
[1:45:34] @User_b90ff19c: wwww
[1:45:34] @User_47aa98fb: #wwww
[1:45:34] @User_17e9fbbc: #オチスルーすな〜〜！！！ww
[1:45:36] @User_a55e4add: #wwwwww
[1:45:39] @User_dfeb43e1: えええええっ、、、、
[1:45:40] @User_1e342ee5: 羊を数えてください
[1:45:41] @User_2eba0ed4: #草
[1:45:41] @User_ab7d51b8: #ｗｗｗｗｗ
[1:45:45] @User_69dac0c4: #草
[1:45:46] @User_b90ff19c: #鬼や
[1:45:46] @User_d0e405c3: あき先生にはいつも厳しい
[1:45:47] @User_d5b05bb2: #いいオチｗ
[1:45:49] @User_9412f3a9: 草
[1:45:54] @User_f1a429f3: #草
[1:45:57] @User_b89cfecd: 課金催促だｗ
[1:45:59] @User_ab7d51b8: #ほんとかわいい
[1:46:02] @User_fba167cd: あき先生は投資をして下さい！
[1:46:09] @User_1e342ee5: #草
[1:46:10] @User_922e1c51: #草
[1:46:10] @User_47aa98fb: #wwwwww
[1:46:10] @User_543fbaad: 草
[1:46:13] @User_bae48d19: ！？
[1:46:13] @User_b5733580: #！？
[1:46:13] @User_bec19661: #草
[1:46:13] @User_6cb4d378: #ｗｗ
[1:46:14] @User_51d3d23c: #草
[1:46:15] @User_d0e405c3: コメント草
[1:46:15] @User_0ada02b3: 草
[1:46:16] @User_543fbaad: 本人きてるやんけ
[1:46:17] @User_a55e4add: #草
[1:46:17] @User_ebbf8053: #畳みかけないでｗｗ
[1:46:18] @User_69dac0c4: #突然のコメントしずくちゃん！？
[1:46:20] @User_ab7d51b8: ｗｗｗｗ
[1:46:20] @User_c79b6b02: #投資w
[1:46:21] @User_17e9fbbc: #コメント欄のしずくちゃんもそう言ってます
[1:46:22] @User_dfeb43e1: #コメ欄にも来た…
[1:46:23] @User_f1a429f3: ！？
[1:46:25] @User_d5b05bb2: #ひえっｗ
[1:46:26] @User_bae48d19: #本人ｗｗｗｗｗｗ
[1:46:28] @User_b103bac9: #コメント欄からもww
[1:46:30] @User_b4e522f1: 英語なの？
[1:46:31] @User_f5d0dd69: ネタの続きを！
[1:46:32] @User_109116e8: あき先生に財布を軽くするようにお願いしてください
[1:46:33] @User_4dc23f92: #wwwww
[1:46:37] @User_9412f3a9: アキ先生に課金する方法を教えてください
[1:46:39] @User_69dac0c4: ご主人様、今日は仕事で失敗しちゃって……ようやく家に帰ってきたんだ……しずくちゃんに慰めてほしいな……そしたら元気出ると思うんだ……
[1:46:47] @User_ebbf8053: #こんなの笑っちゃうｗｗ
[1:46:47] @User_6cb4d378: #♪
[1:46:50] @User_d0e405c3: お！これは新鮮
[1:46:55] @User_47aa98fb: あき先生の課金を全肯定してください
[1:46:56] @User_fd4c39fa: #コメ欄に乱入したしずくを歓迎します(*^▽^*)
[1:46:59] @User_543fbaad: すげぇ…英語なのに理解できたぞ…
[1:47:03] @User_109116e8: #これは投資しないと
[1:47:15] @User_b90ff19c: #ほう？
[1:47:19] @User_542f18d6: 英語が日本語に聞こえたぞ！
[1:47:22] @User_323c6594: 原稿進みました…！明日からも頑張れるようにメッチャクチャ褒めてください…
[1:47:28] @User_1e342ee5: #草
[1:47:30] @User_109116e8: #いきなり対戦になったぞ
[1:47:31] @User_922e1c51: #草
[1:47:36] @User_109116e8: #草
[1:47:38] @User_b103bac9: #wwwww
[1:47:38] @User_f5d0dd69: #88888888
[1:47:39] @User_bec19661: #草
[1:47:41] @User_9412f3a9: 草
[1:47:41] @User_0ada02b3: おめでとうございます！
[1:47:43] @User_ff071840: #ｗｗｗｗｗ
[1:47:44] @User_6cb4d378: #ｗｗｗｗ
[1:47:45] @User_a55e4add: #草
[1:47:45] @User_bae48d19: #wwww
[1:47:47] @User_fd4c39fa: #MVP888888
[1:47:48] @User_b90ff19c: 大草原
[1:47:49] @User_47aa98fb: #wwww
[1:47:50] @User_ebbf8053: #良いのか！？！？ｗ
[1:47:50] @User_47edb302: gg
[1:47:51] @User_ab7d51b8: #おめでとうございますｗｗｗ
[1:47:51] @User_70662b80: #888888888888
[1:47:51] @User_87f7b221: #wwwwwwww
[1:47:52] @User_543fbaad: #おいやめろその先は戦争だぞ
[1:47:52] @User_b103bac9: #おめでとうw
[1:47:52] @User_4dc23f92: #8888888888
[1:47:52] @User_b89cfecd: それｗ
[1:47:52] @User_5822c145: #ｗｗｗｗｗｗ
[1:47:53] @User_2eba0ed4: #草草
[1:47:53] @User_51d3d23c: #wwww
[1:47:54] @User_59a8024b: あっはっはwww
[1:47:54] @User_109116e8: #おめでとうございます！！
[1:47:54] @User_d5b05bb2: #草
[1:47:54] @User_17e9fbbc: #おめでとうございます👏
[1:47:55] @User_69dac0c4: #草
[1:47:55] @User_543fbaad: 草
[1:47:56] @User_a4f171ff: おめでとうございますw
[1:47:57] @User_6b920642: 草
