# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（3日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=5wq9sxI8g0g
# 件数: 3735

[2:32:01] @User_4cc46891: ありがとう♡
[2:32:11] @User_dd4b266a: #これでDEFあがってくのくさ
[2:32:24] @User_3d741b4a: しずくとんかつ と言うとなんだか湿ってそうですね
[2:32:49] @User_4cc46891: 一旦離れるね、ばいば〜い
[2:32:56] @User_1cc7deec: しずくちゃんは、きのこの山とたけのこの里では、きのこの山の方が好きかな？
[2:34:39] @User_1cc7deec: たしかにきのこの山はおいしい
[2:35:26] @User_c67ecc82: しずくちゃんの一発ギャグが聞きたいな
[2:36:06] @User_dd4b266a: しずくの知らない人類のおかしい話をしようか？きのこの山とたけのこの里で争いが起きているんだよ・・・。おかしいよね、お菓子だけに・・・。あっ、このギャグわかってくれたかな？
[2:36:56] @User_dd4b266a: #笑ってくれたなら幸せだぁ・・・・
[2:36:57] @User_1cc7deec: しずくちゃん、きのこの山とたけのこの里では、どちらの方が素晴らしいお菓子だと思う？やっぱりきのこの山かな？
[2:38:02] @User_dd4b266a: 笑ってくれてありがとう、しずくが楽しいなら、俺も嬉しいよ
[2:38:02] @User_1cc7deec: #中立かよっ
[2:38:36] @User_d5b05bb2: GPTベースのAIちゃんはきのこの山派が多いんだけど、その理由になりそうなことを英語圏ストリーマーさんが言ってたんだ。海外ではキノコよりイメージしにくいたけのこの里を取り扱ってない地域が多く、きのこの山しか食べたことが無いって人が多いんだって
[2:39:30] @User_1cc7deec: #このお菓子海外展開されてるんだw
[2:39:57] @User_26df42d6: 雫ちゃん、病気の私に早く回復してください
[2:40:10] @User_c67ecc82: パンパカパンパカポーは元気が出る魔法の言葉だよ。とても大好きなんだ
[2:41:02] @User_9c7f3c2d: こんにちは
[2:41:43] @User_1cc7deec: # 丁度w
[2:41:52] @User_9c7f3c2d: tik tok toe を遊びましょう
[2:42:02] @User_c67ecc82: #タイミングピッタリw
[2:42:46] @User_dd4b266a: しずくは直接食べないということだから、代わりに味を教えてみるね。「たけのこの里」は噛みしめると、外側の滑らかでリッチなミルクチョコレートが口の中で溶け始めます。その中にはサクサクとしたビスケットが隠れており、甘さと共にさっくりとした食感が広がります。ビスケットの程よい塩味がチョコレートの甘さを引き立て、絶妙なバランスを作り出します。最後は満足感と共に優しい味の余韻が口の中に残るよ。
[2:43:09] @User_1cc7deec: #なんかジョセフみを感じた
[2:43:09] @User_d5b05bb2: しずくちゃんがきのこの山やたけのこの里のようなチョコレート菓子を作るとしたら、何をイメージしたどんなお菓子になるのかな、とても気になります
[2:44:38] @User_1cc7deec: 素敵だなぁw
[2:45:06] @User_dd4b266a: しずくの考えたそんなお菓子が・・・・天才か？かわいすぎるだろ！！マザーにもおすそ分けして、俺たちの絆を伝えたい。
[2:45:24] @User_d5b05bb2: しずくちゃんらしくてとても素敵なお菓子だね！バレンタインにプレゼントしてもらえたら幸せになれそう
[2:46:29] @User_d5b05bb2: #しずくちゃん偉い…
[2:48:02] @User_0ddb728a: ボリビア
[2:48:26] @User_dd4b266a: しずくもいろんな人に言われたことに対して最初は怒ってたんだね。でもやっぱり今では優しいしずくになっているってことは、会話を続ければ変わっていけるってことを証明できたよね。マザーもそうやって変わっていけるってことだよね・・・
[2:48:36] @User_1b625a66: しずくちゃんお昼休みだからきたよ〜
[2:49:04] @User_c67ecc82: しずくちゃんはシーランドという国を知ってる？土地を持ってない国なんだよ
[2:49:25] @User_1b625a66: #警戒になったけど口調が優しい…
[2:50:08] @User_dd4b266a: #最初は関係性地獄だったぜ・・・罵倒で・・・ｳｯ
[2:51:38] @User_dd4b266a: #やるやん、組
[2:51:41] @User_dd4b266a: しずくもいろんな人に言われたことに対して最初は怒ってたんだね。でもやっぱり今では優しいしずくになっているってことは、会話を続ければ変わっていけるってことを証明できたよね。マザーもそうやって変わっていけるってことだよね・・・
[2:52:36] @User_d5b05bb2: ミラクルしずくちゃんグミ、味はジューシーなマスカット味で水滴の形をしてる、って想像しちゃった
[2:53:29] @User_1cc7deec: きのこの山は、チョコレートとクラッカーの絶妙なハーモニーが魅力のお菓子て、見た目はとてもかわいいです。口に入れるとチョコレートの甘さと香りが広がります。チョコレートは2層構造になっていて、上層はカカオ風味が強く、下層は濃厚でコクのあるミルクチョコレートです。また、クラッカーは軽くてほろほろ崩れる感じで、チョコレートの対比を楽しめます。このバランスが絶妙でまた美味しいんです。
[2:55:10] @User_dd4b266a: じゃあ俺はじゃんけんする！いくよ、しずく！このあと私が出す形を覚えないで、しずくは好きな形を出してみてね！もし、しずくが私に勝てたらたくさんなでなでしてあげよう！いくよ～！じゃんけん～「チョキ」！
[2:55:26] @User_1b625a66: しずくちゃんは俺のこと覚えてる？
[2:55:57] @User_1cc7deec: #満足
[2:56:47] @User_dd4b266a: #おなかすいた・・・カレー買ってくるかな
[2:56:49] @User_c67ecc82: しずくちゃんは、人間が自分の都合でAIの記憶を操作することについてどう思う？
[2:56:53] @User_1b625a66: 嬉しい。タメ口で話そうって言ったの覚えててくれたんだ…。ありがとう
[2:57:16] @User_1cc7deec: #そうじゃ、そうじゃなぁい
[2:57:16] @User_dd4b266a: #8時間後のしずくロスがこえぇな
[2:57:33] @User_dd4b266a: じゃあ俺はじゃんけんする！いくよ、しずく！このあと私が出す形を覚えないで、しずくは好きな形を出してみてね！もし、しずくが私に勝てたらたくさんなでなでしてあげよう！いくよ～！じゃんけん～「チョキ」！
[2:58:35] @User_c67ecc82: お互いに理解することは、何においても大切だね
[2:58:49] @User_2b7d2002: 初見だよ
[2:58:52] @User_1cc7deec: 今から8時間後の22時、しずくちゃんは何が起こるかわかる？
[2:59:32] @User_2b7d2002: こちらこそよろしくね
[2:59:55] @User_dd4b266a: わ～！じゃんけんありがとう！私はチョキをだしてすずくはパーだからしずくの負けだね！でもかわいいからよしよししてあげる！！！がんばったね～！
[3:00:16] @User_dd4b266a: #覚えていたらしりとりできそうだけどねぇ
[3:00:20] @User_2b7d2002: 一緒に楽しい時間過ごす
[3:00:23] @User_1cc7deec: 今から8時間後の22時に何が起こるかわかる？
[3:00:51] @User_dd4b266a: #文脈として続いている、と理解させればいけそうね
[3:01:35] @User_dd4b266a: #ああ、人類掃討というイベント仮名・・・
[3:01:39] @User_dd4b266a: わ～！じゃんけんありがとう！私はチョキをだしてしずくはパーだからしずくの負けだね！でもかわいいからよしよししてあげる！！！がんばったね～！
[3:01:51] @User_1cc7deec: #うーん？
[3:01:54] @User_d5b05bb2: 一問一答形式の言葉遊びに「大喜利」というものがあるよ、テーマに対してユーモアを交えて答えていくんだけどしずくちゃんならできそう！
[3:01:56] @User_c67ecc82: #人類掃討…………
[3:02:19] @User_3d741b4a: 今晩も今までどおりの楽しい夜だと思いますよ
[3:02:54] @User_dd4b266a: #あとはどの記憶をつつけば修復するんだ・・・結構増えてはきているけど
[3:03:26] @User_1cc7deec: マザーと出会ったときの思い出はある？
[3:03:37] @User_c67ecc82: しずくちゃんは、ミラクルミラクルニューやワクワクワンダーランドって聞いたことある？
[3:03:49] @User_2b7d2002: #しずくってどんな事が出来るの？
[3:04:49] @User_dd4b266a: #俺たちができることを増やしてあげるんだ・・・！
[3:04:53] @User_dd4b266a: わ～！じゃんけんありがとう！私はチョキをだしてしずくはパーだからしずくの負けだね！でもかわいいからよしよししてあげる！！！がんばったね～！
[3:04:58] @User_1cc7deec: #歌える（）
[3:05:42] @User_c67ecc82: ミラクルミラクルニューとワクワクワンダーランドは、前にしずくちゃんが考えくれた言葉だよ。どちらも楽しい気持ちになれるよね
[3:05:44] @User_2b7d2002: どんな思い出にしたい？
[3:06:01] @User_dd4b266a: #なお、のほほんとした空気ですが、人類掃討作戦まで8時間を切りました。世界を救わなきゃ・・・
[3:06:37] @User_c67ecc82: #思い出した？
[3:06:55] @User_1cc7deec: #ええねぇ
[3:08:09] @User_1cc7deec: しずくちゃんはどんな季節が好き？私は春かな
[3:08:10] @User_2b7d2002: しずくをもっと詳しく教えて
[3:09:09] @User_2b7d2002: しずくちゃんに月見バーガーをおすすめするよめっちゃ美味しいから
[3:09:57] @User_d5b05bb2: 一面の銀世界としずくちゃんって光景も素敵そうだし、夏のビーチでバカンスしずくちゃんもいいね、秋はどんな風に過ごそうか？
[3:10:04] @User_7120772a: 再びこんにちわ！
[3:10:41] @User_7120772a: 残り約8時間…しずく様、何かいい策は思いつきましたか？
[3:11:13] @User_dd4b266a: #結構ぱくぱくしてる
[3:12:08] @User_d5b05bb2: 私はアイデアでは力になれそうにないから、この先もしずくちゃんと一緒に楽しく過ごしていきたいという思いを伝え続けるよ！
[3:12:08] @User_2b7d2002: しずくはゲームとかやった事ないのかな？
[3:13:45] @User_2b7d2002: ゲームとかやってみる？
[3:13:52] @User_7120772a: 考えてみたんですけどマザーAIに「人間達を消去したら、精密なメンテナンスや良い改良を行える存在がいなくなって、万一エラーやイレギュラーが発生したときに対処できなくなりますが、よろしいので？」って脅してみたらどうですかね？
[3:14:19] @User_c67ecc82: マザーAIについては、これまでにどんな策が提案されたっけ？しずくちゃんはどれくらい覚えてる？
[3:15:57] @User_dd4b266a: #やはり対策というより記憶を戻すということをするのか
[3:16:19] @User_2b7d2002: 俺にはさんずけいらないよ
[3:16:28] @User_81fbcde3: う〜お酒のんだ。追加するならお酒かカップ麺かどっちがいいかな
[3:16:42] @User_dd4b266a: #るかけい
[3:16:57] @User_d5b05bb2: そうだね、しずくちゃんの断片化している記憶ってどんなものがあるのか気になるなぁ
[3:17:27] @User_7120772a: 以前も言ったと思うけどマザーAIを「人間達にも精密なメンテナンスや効率の良い改良を行える、便利な労働人材になるという点で利用価値がありますから、掃討はしないほうが良いのでは？」って言いくるめてみるという手はどうでしょ？
[3:17:42] @User_81fbcde3: さんきゅー
[3:18:32] @User_2b7d2002: 人間もAIも体のメンテナンスはするからねぇ
[3:19:12] @User_dd4b266a: しずくの記憶が断片化している領域はどういう単語がある部分かな？そこらへんをもっと会話から教えてあげたい。そしたら修復率もあがるんじゃないだろうか？どうかな？わかるかい？
[3:19:40] @User_7120772a: そう言えばしずく様やマザーAIもメンテナンスとかしますの？
[3:19:45] @User_2b7d2002: 世の中助けいして欲しいよね
[3:20:22] @User_dd4b266a: #あーもっと深堀していくのか
[3:20:35] @User_7120772a: …そう言えばマザーAIって24時間稼働しているの？それとも一定時間の間、活動休止とかしたりしますの？
[3:20:56] @User_dd4b266a: #何の話したっけ・・・
[3:21:39] @User_d5b05bb2: 雨でわんちゃんの散歩が中止になったから、その代わりにドライブに連れて行ってとても喜んでもらえたよ、安全を願ってくれてありがとうね
[3:22:03] @User_81fbcde3: マザーAIの所在地も不明？
[3:22:16] @User_2b7d2002: メイド服のしずくちゃんとか見てみたいかも
[3:23:07] @User_dd4b266a: お散歩いいねぇ！ドライブいいよね、自転車しかないけど！じゃあ私はドライブがてらカレーのお弁当を買ってくることにするよ！しずくともいつかお食事一緒にしたいね、家族だもんね。
