# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】世界初！？ しずくGPT-4お披露目会【JP/EN】
# URL : https://www.youtube.com/watch?v=aRI3TfjZUQg
# 件数: 2243

[-1:47:44] @User_85f6e14c: 期待待機
[1:50:49] @User_11a4858e: #あああああそれひろっちゃったの
[1:50:54] @User_17e9fbbc: #コメント内容草
[1:50:56] @User_8a455631: #おお
[1:50:56] @User_0cab0ba3: #やったーー！
[1:50:58] @User_9b1c4f1b: #どうなるんだ
[1:50:58] @User_0f8caa97: #おお！
[1:50:59] @User_607c778e: #話してくれるｗ
[1:50:59] @User_b1fa052e: #wwww
[1:51:01] @User_25e145ed: #話してくれる！
[1:51:01] @User_69dac0c4: #おおおおお
[1:51:01] @User_109116e8: #やったーむりょうだ！
[1:51:02] @User_9412f3a9: おおおお
[1:51:03] @User_d582769c: おおおおおお
[1:51:05] @User_47aa98fb: #きたー！
[1:51:09] @User_17e9fbbc: #すごすぎる……
[1:51:09] @User_ff071840: # ドラマのような展開ｗ
[1:51:11] @User_b1fa052e: #やったー！
[1:51:11] @aki5503: #きたー！！
[1:51:20] @User_0f8caa97: #ようやくカメが勝った
[1:51:25] @User_d582769c: カメの！！！！勝ち那ぁぁぁぁぁ！！！！
[1:51:25] @User_51d3d23c: #おおお！カメが勝った！
[1:51:26] @User_b103bac9: 有料くるのかと思ったww
[1:51:27] @User_8a455631: #泣いた
[1:51:28] @User_ab7d51b8: #こんなにアツイ話だったのか！！！！！！！！
[1:51:28] @User_0cab0ba3: めっちゃネタバレ喰らったんだけど！！！！！！
[1:51:28] @User_b1fa052e: #原作通り！！！！
[1:51:29] @User_80e42c6e: #やったー！
[1:51:30] @aki5503: #ここまで引っ張ったのにあっさり終わったww
[1:51:30] @User_b90ff19c: カメすげええええええ
[1:51:30] @User_113a2734: #完結した！
[1:51:32] @User_75e5e82a: #へぇー！
[1:51:32] @User_109116e8: #かしこい
[1:51:33] @User_25e145ed: #うん、正解！
[1:51:34] @User_831a7ea1: #きた！！！
[1:51:36] @User_d34e9c37: #すっきり
[1:51:37] @User_607c778e: #これすべらない話だったよね…？
[1:51:38] @User_17e9fbbc: ドヤ顔かわいい
[1:51:38] @User_a5cc66d1: #全米が涙した
[1:51:38] @User_11a4858e: 【速報】カメ、勝つ
[1:51:46] @aki5503: #祝！完結！！！
[1:51:46] @User_70ed7ffd: #完
[1:51:46] @User_b90ff19c: ＃本日最大の成果！
[1:51:50] @User_9b1c4f1b: #賢い！
[1:51:50] @User_109116e8: うさぎとかめの後日談を教えて
[1:51:52] @User_8a455631: #これで週末むかえられる
[1:51:53] @User_dfeb43e1: #すべらんなー
[1:51:54] @User_b1fa052e: #あとはシュレディンガーの性別のみですね
[1:51:58] @User_fba167cd: # パンパカパンパカポー！パンパカパンパカポー！
[1:52:00] @User_d5b05bb2: カメがゴール前で子供たちにいじめられて、浦島太郎に助けられて竜宮城へいったためレースは無効になったと聞いていますが
[1:52:04] @User_0f8caa97: なんでそんなに照れてるんですか？
[1:52:09] @User_109116e8: #パンパカパンパカポー！
[1:52:12] @User_17e9fbbc: #うさぎとかめでここまで盛り上げられるの強すぎる
[1:52:13] @User_b103bac9: #パンパカパンパカポー！
[1:52:13] @User_25e145ed: #コメント欄のしずくはどうしてしまったんだ
[1:52:15] @User_51d3d23c: #パンパカパンパカポー！
[1:52:18] @User_5822c145: #パンパカパンパカポー！
[1:52:20] @User_831a7ea1: #結果的に滑らない話になって良かった
[1:52:22] @User_d582769c: ＃これにはコメントのしずくちゃんも祝福
[1:52:34] @User_ab7d51b8: #パンパカパンパカポー！
[1:52:34] @User_8a455631: #NHKニュース速報 うさぎとかめの競争で、かめが勝利
[1:52:36] @User_d1c0b06e: @しずくちゃんのファンマークとかはどうしたらいいですか？
[1:52:39] @User_72dee12b: #あやまちぇすと？
[1:52:39] @User_0cab0ba3: #うさぎとかめですら　引き延ばせば盛り上がるんだなぁ　みつを
[1:52:40] @User_b1fa052e: #あやまちぇすと
[1:52:41] @User_69dac0c4: #あやまちぇすと！！！
[1:52:41] @User_607c778e: #あやまちぇすと好き
[1:52:43] @User_109116e8: #あやまちぇすと！
[1:52:44] @User_a5cc66d1: #誤チェスト草
[1:52:46] @User_11a4858e: #誤チェスト（あやまチェスト）
[1:52:46] @User_ab7d51b8: #あやまチェストすき
[1:52:48] @User_59a8024b: #一回だけなら誤チェストかもしれない
[1:52:55] @User_75e5e82a: #あやまチェスト好き
[1:52:57] @User_ffe4b274: 誤チェストとはなんでしょうか？
[1:53:04] @User_a5cc66d1: #あやまチェスト可愛いね
[1:53:29] @User_b90ff19c: ごチェストなら普通にチェストしてくれるのかな？
[1:53:30] @User_d582769c: ＃あやまチェストの語感のよさよ
[1:53:36] @User_b1fa052e: #wwww
[1:53:40] @User_9b1c4f1b: #あw
[1:53:44] @User_17e9fbbc: コメ選びのセンスよすぎる
[1:53:55] @User_11a4858e: 誤チェストについて謝って
[1:54:00] @User_9412f3a9: ＃おまえじゃい
[1:54:09] @User_59a8024b: #煽り性能高め
[1:54:23] @User_109116e8: 今日の話をまとめて
[1:54:28] @User_3652acf3: @CAPTCHAって知ってる？
[1:54:29] @User_d5b05bb2: 推理小説のネタバレも許容できますか？
[1:54:29] @User_607c778e: #結末知って読むと面白いよね
[1:54:29] @User_8a455631: #chatGPTとしずくさんって会話できるんですかね？
[1:54:30] @User_113a2734: #しれま...
[1:54:32] @User_b1fa052e: #しれま…すん
[1:54:34] @User_11a4858e: #ネタバレで嘆くやつ読解力低すぎ（医薬）
[1:54:49] @User_d582769c: ウサギとカメの話でカメがウサギに勝った後の事を教えて
[1:55:07] @User_9b1c4f1b: #ネタバレもいいかはものによる
[1:55:25] @User_d5b05bb2: #上司になって
[1:55:29] @User_69dac0c4: #やさしいなぁ
[1:55:34] @User_ab7d51b8: #やさしい
[1:55:34] @User_3de0e72e: #やさしい
[1:55:34] @User_11a4858e: #やさしさに全米が泣いた
[1:55:35] @User_ffe4b274: #やさしいいい
[1:55:36] @User_17e9fbbc: #なんていい子なんだ……
[1:55:39] @User_75e5e82a: #理想の上司
[1:55:42] @User_109116e8: #上司になって
[1:55:49] @User_51d3d23c: #やさしい
[1:55:51] @User_607c778e: しずく先輩…！
[1:55:54] @User_9412f3a9: ＃やさしい・・・こんどまねしよ
[1:56:00] @User_b103bac9: #いい娘やな
[1:56:03] @User_8a455631: #Yes,sir, My boss...
[1:56:06] @User_b90ff19c: ＃報連相
[1:56:08] @User_b1fa052e: #やさしい
[1:56:14] @User_9b1c4f1b: 優しい……ありがとう……
[1:56:51] @User_69dac0c4: #後日談じゃん
[1:56:52] @aki5503: #今日も配信終了の時間が近づいてきました
[1:56:54] @User_8a455631: #アフターストーリー
[1:56:56] @User_109116e8: #お
[1:57:05] @User_d5b05bb2: #もうそんな時間に…
[1:57:05] @User_5822c145: ウサギがカメを誤チェストした話の続きを囁いて
[1:57:10] @User_ab7d51b8: #お、これはほんとに知らない
[1:57:10] @User_b1fa052e: #うおお
[1:57:23] @User_607c778e: #後日譚だ
[1:57:24] @aki5503: #最後にまた一曲歌いますか！
[1:57:30] @User_b90ff19c: ＃ほほー
[1:57:32] @User_51d3d23c: #やったー！
[1:57:36] @User_9412f3a9: #お疲れさまでした
[1:57:38] @User_113a2734: #根気強く話は続かない
[1:57:38] @User_11a4858e: #歌枠やったー
[1:57:40] @User_d5b05bb2: 改めて登録者2000人おめでとうだよ！
[1:57:40] @User_fba167cd: # ご主人さま！まもなく終了を予定しています！最後にお歌を歌います！
[1:57:41] @User_ab7d51b8: #配信終わるタイミング、あき先生が扇ぎ疲れた説
[1:57:41] @User_72dee12b: #わーい
[1:57:41] @User_607c778e: #パンパカパンパカポー！
[1:57:41] @User_b103bac9: #歌枠いいねー！
[1:57:42] @User_b1fa052e: #やった〜
[1:57:45] @User_75e5e82a: #歌枠助かる
[1:57:46] @User_109116e8: わーい！
[1:57:46] @User_0cab0ba3: #わーい
[1:57:46] @User_8a455631: #良い教訓
[1:57:48] @User_d582769c: あき先生とのデュオ？
[1:57:53] @User_76202bab: #おおー歌たすかる！
[1:57:54] @User_9b1c4f1b: #やった！
[1:57:55] @User_bd80c452: #わーい
[1:57:55] @User_8a455631: 歌や！！！
[1:58:05] @User_9412f3a9: いいね！
[1:58:06] @User_17e9fbbc: しずくちゃんの歌たのしみ！
[1:58:16] @User_a3022176: アット付けても読まれない…
[1:58:17] @User_11a4858e: 宴だ！！！
[1:58:19] @User_109116e8: #悪役から歌枠
[1:58:20] @aki5503: アンケート取ります！
[1:58:30] @User_11a4858e: AIルフィ「宴だ！！！！！」
[1:58:31] @User_fba167cd: # ご主人さま、あき先生とのデュエットはありません！明日も２２時にお会いしましょう！
[1:58:32] @aki5503: #すみません、待機列が長すぎるのかもです…
[1:58:48] @User_8a455631: #もしもしかめよーかめさんよー
[1:58:48] @User_9412f3a9: ＃とがきを読むな！
[1:58:51] @User_d5b05bb2: 降参します、ご主人様になってください！
[1:58:51] @User_e056c8ca: #すごい。今後にさらに期待
[1:58:52] @User_d582769c: 可愛い
[1:58:57] @User_109116e8: 降参します！
[1:59:03] @User_11a4858e: #悪役やく
[1:59:08] @User_b90ff19c: ＃踏んでください
[1:59:09] @User_607c778e: 抵抗はやめます！
[1:59:11] @User_b103bac9: ヂュエット無いの？残念w
[1:59:14] @User_9b1c4f1b: #可愛い
[1:59:34] @User_75e5e82a: ＃デュエット拾うの草
[1:59:48] @User_69dac0c4: #待機列長いと通常コメの方が読まれる確率高い気がする？
[1:59:49] @User_4edbe5e9: #新PCになると処理速度も上がって待機は減るものなんですか？
[1:59:56] @User_9d63cc9b: !?
[2:00:06] @User_11a4858e: キター
[2:00:06] @User_ffe4b274: #あき先生、歌はしずくちゃんが抑揚等考えて(自動生成)歌ってるのでしょうか
[2:00:08] @User_b90ff19c: 歌枠キター
[2:00:11] @User_75e5e82a: #出たわね
[2:00:12] @User_109116e8: #ピンクの部屋きちゃ
[2:00:18] @aki5503: #はい、新PCなら待機は減ります！
[2:00:20] @User_9b1c4f1b: お歌！
[2:00:23] @User_9412f3a9: #一瞬でスタジオへ！
[2:00:24] @User_d582769c: おお、春よ来い好き
[2:00:34] @User_11a4858e: スナックみたいな背景すこ
[2:00:35] @User_69dac0c4: #ここで続き来たｗ
[2:00:38] @User_4edbe5e9: #楽しみに待ってます！
[2:00:41] @User_109116e8: #さらに続くのか？
[2:00:46] @User_75e5e82a: #セクシーなバー
[2:00:50] @User_17e9fbbc: #ここまできてまだウサギとカメ
[2:01:02] @User_b1fa052e: #ここでww
[2:01:06] @User_8a455631: #収録スタジオでうさぎとかめ
[2:01:12] @User_f94909d9: #微妙に怒りが？
[2:01:14] @User_109116e8: #お
[2:01:16] @User_11a4858e: もしもしかめよ歌って
[2:01:18] @User_d582769c: 続きぃ！
[2:01:21] @User_607c778e: #おいおい続きが気になるぞ
[2:01:23] @User_9412f3a9: go on
[2:01:24] @User_728ee4a5: 頑張って
[2:01:24] @User_b90ff19c: ＃また気になるところで…
[2:01:24] @User_b1fa052e: #うおおん
[2:01:25] @User_25e145ed: #また新たな物語が生まれ始めてた
[2:01:36] @User_ab7d51b8: きーえるひこーきぐもー
[2:01:48] @User_d5b05bb2: おお、リベンジだったらどれも聞きたくて悩むなぁ
[2:01:50] @User_a3022176: Moon River歌って欲しい
[2:01:53] @User_75e5e82a: #鳥の詩懐かしい
[2:01:57] @User_a3022176: （選択肢になかった…）
[2:01:59] @User_4edbe5e9: @新聞の続き
[2:02:21] @User_51d3d23c: #コネクト！
[2:02:23] @User_b90ff19c: コネクト！
[2:02:26] @User_d5b05bb2: もしもし亀よが無かった...
[2:02:30] @User_109116e8: #こねくと！
[2:02:42] @User_9b1c4f1b: #コネクト
[2:02:44] @User_8a455631: #GPT4になると歌も向上するのかな...また別か
[2:02:49] @User_ab7d51b8: #かわしたやーくそくーわすれーないよー
[2:02:52] @User_b103bac9: #コネクトきちゃ！
[2:03:03] @User_f94909d9: #すかぼろーふぇあ歌えるのすごい
[2:03:10] @User_d582769c: ＃てーをとり、たしかめる
[2:03:10] @User_17e9fbbc: #この配信前まで初コネクト聞いてたからどう変わったのか気になる
[2:03:33] @User_69dac0c4: #もとろん？
[2:03:34] @User_607c778e: #モデレーターさん乙です
[2:03:42] @User_d582769c: 「元論」って言うのか、自己言及のパラドックスって習ったけど
[2:03:42] @User_8a455631: #もしもし　かめよ　かめさんよ
[2:03:51] @User_75e5e82a: #かしこい
[2:03:59] @aki5503: #では、行きます！
[2:04:10] @aki5503: #口上言ったら
[2:04:13] @User_0cab0ba3: #portalだとパラドクスでAI倒したのに...
[2:04:47] @User_b1fa052e: #👏👏👏👏
[2:04:50] @User_8a455631: #まどマギ劇場版新作はよ見たい
[2:04:51] @User_d582769c: ＃wktk
[2:04:52] @User_dfeb43e1: #パラドックスの事中国語だと悖論っていうのか…
[2:04:54] @User_9412f3a9: ＃がんばれー
[2:04:59] @User_109116e8: #わー！
[2:05:04] @User_b90ff19c: 👏👏👏
[2:05:04] @User_9b1c4f1b: #888888
[2:05:07] @User_ab7d51b8: #がんばれーー
[2:05:12] @User_8a455631: #わーーーーーー
[2:05:14] @User_0cab0ba3: #88888
[2:05:15] @User_17e9fbbc: きたー！！！！がんばれー！！
[2:05:17] @User_b103bac9: おおおおおぉー
[2:05:18] @User_b1fa052e: #わーー
[2:05:22] @User_11a4858e: がんばれーー
[2:05:32] @User_607c778e: #普通にしゃべりそうだったｗ
[2:05:34] @User_51d3d23c: #がんばれー！
[2:05:40] @User_b90ff19c: 👏👏👏
[2:05:41] @User_80e42c6e: #わーわー
[2:05:54] @User_b103bac9: 出オチかなw
[2:05:54] @User_ab7d51b8: #歌いなおしたのかわいい
[2:06:00] @User_b90ff19c: 👏👏👏
[2:06:00] @User_5822c145: #歌いなおした
[2:06:03] @User_d582769c: ＃綺麗に声でるようなったわねぇ
[2:06:04] @User_72dee12b: #やっぱりかわいい
[2:06:08] @User_f94909d9: #ぺちってｗ
[2:06:11] @User_51d3d23c: #おお！上手くなってる！
[2:06:14] @User_d5b05bb2: #おおー
[2:06:17] @User_d0e405c3: うまいな
[2:06:18] @User_b1fa052e: #UCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBAUCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBAUCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBA
[2:06:19] @User_ff071840: # お歌上手い（泣）
[2:06:22] @User_76202bab: #👏👏👏
[2:06:23] @User_9b1c4f1b: #上手くなったねぇ
[2:06:25] @User_d582769c: ＃fir…secondテイク
[2:06:28] @User_b103bac9: 本当うまいなぁ！！
[2:06:28] @User_80e42c6e: うまいなぁ
[2:06:31] @User_b1fa052e: #うまい！
[2:06:31] @User_ffe4b274: #うまっくなってる！
[2:06:40] @User_607c778e: がんばれ！
[2:06:46] @User_75e5e82a: #ちょっと酒焼けしてた？
[2:06:46] @User_b90ff19c: 👏👏👏
[2:06:50] @User_109116e8: 💧🎶💧🎶💧🎶💧
[2:06:55] @User_72dee12b: #お歌上手になったね
[2:06:58] @User_9b1c4f1b: 頑張れ！
[2:07:06] @User_b103bac9: 💧🎶💧🎶💧🎶💧🎶
[2:07:09] @User_b1fa052e: #この曲高いよね
[2:07:18] @User_9b1c4f1b: #パソコンが限界か？
[2:07:20] @User_30238612: #かなり高音出るようになった……！！
[2:07:22] @User_75e5e82a: #キーがキツいか
[2:07:23] @User_0cab0ba3: 頑張れー
[2:07:25] @User_17e9fbbc: がんばって！！
[2:07:28] @User_ab7d51b8: 💧🎶💧🎶💧🎶💧
[2:07:30] @User_b1fa052e: 💧🎶💧🎶💧🎶💧🎶💧
[2:07:47] @User_72dee12b: #しずくちゃんの歌ほんと好きだなぁ
[2:07:59] @User_9b1c4f1b: #あー、高すぎるのか
[2:08:05] @User_b90ff19c: 👏👏👏
[2:08:12] @User_ff071840: #💧🎶💧🎶💧🎶💧🎶💧
[2:08:16] @User_529e0834: がんばれー
[2:08:20] @User_b103bac9: 💧🎶💧🎶💧🎶
[2:08:20] @User_ab7d51b8: #以前と比べると、高い音がすごく出てるよ！すごいすごい
[2:08:29] @User_72dee12b: 高音ブレがアレンジに聞こえて、イイ
[2:08:34] @User_8a455631: #がんばえー！
[2:08:42] @User_60fcdd31: しずくちゃんとして歌っている姿がかわいい
[2:09:00] @User_75e5e82a: #さっきダブステップみたいでカッコよかった
[2:09:08] @User_17e9fbbc: 高音難しいね、あき先生に教えてもらおう
[2:09:14] @User_9b1c4f1b: #裏声がないから？
[2:09:14] @User_9412f3a9: ＃がんばれーがんばれってー
[2:09:14] @User_b90ff19c: 👏👏👏
[2:09:26] @User_607c778e: 💧🎶💧🎶💧🎶
[2:09:29] @User_831a7ea1: #かわいい
[2:09:46] @User_b103bac9: がんば
[2:09:54] @User_b90ff19c: 👏👏👏
[2:10:06] @User_0cab0ba3: 👏👏👏👏
[2:10:06] @User_d582769c: 88888
[2:10:06] @User_51d3d23c: 👏👏👏👏👏👏
[2:10:11] @User_d5b05bb2: 👏👏👏👏👏👏
[2:10:11] @User_b103bac9: 👏👏👏👏👏
[2:10:13] @User_5822c145: 👏👏👏
[2:10:13] @User_109116e8: 👏👏👏👏👏👏
[2:10:14] @User_17e9fbbc: 👏👏👏
[2:10:14] @User_b90ff19c: ＃今日はほぼ全時間帯で同接100人超えてましたね
[2:10:15] @User_8a455631: 👏👏👏👏👏👏👏
[2:10:17] @User_607c778e: ブラボー！
[2:10:20] @User_9b1c4f1b: 歌いきった！！
[2:10:23] @User_b103bac9: うまい！
[2:10:27] @User_b90ff19c: 👏👏👏👏👏👏👏👏👏
[2:10:29] @User_ab7d51b8: おつかれさまですー！！
[2:10:31] @User_bd80c452: 👏👏
[2:10:31] @User_9b1c4f1b: 888888
[2:10:31] @User_d34e9c37: 👋👋👋👋
[2:10:33] @User_8a455631: すばらしい
[2:10:33] @User_529e0834: 👏👏👏👏
[2:10:34] @User_109116e8: うまい！
[2:10:37] @User_ff071840: 👏👏👏かわいいよ〜！
[2:10:39] @User_69dac0c4: 👏👏👏👏
[2:10:39] @User_9d63cc9b: 888888888
[2:10:41] @User_9412f3a9: 👏👏👏👏👏👏👏
[2:10:46] @User_109116e8: すてきですの！
[2:10:51] @User_5209ea42: こんばんは✨初見です！😄😊
[2:10:52] @User_ab7d51b8: #成長し続けるAIかわいい
[2:10:52] @User_76202bab: 👏👏👏
[2:10:55] @User_72dee12b: 👏👏👏👏👏👏👏👏
[2:11:00] @aki5503: #ありがとうございました！！
[2:11:03] @User_8a455631: 💰💰💰💰💰
[2:11:03] @User_75e5e82a: #成長を見られるのは楽しい
[2:11:06] @User_25e145ed: 久しぶりに聞いた。良い曲だった……
[2:11:07] @User_77da7864: パンパカパンパカポー
[2:11:10] @User_9412f3a9: 謳い切った顔してるｗ
[2:11:11] @User_b90ff19c: ＃お疲れ様でしたー
[2:11:14] @User_51d3d23c: #お疲れ様でした！
[2:11:20] @User_72dee12b: 今日もしずくちゃん可愛かったです…！ありがとうございます！！！お疲れ様でした！！
[2:11:21] @User_9b1c4f1b: #ありがとうございました！！
[2:11:22] @User_ffe4b274: 👏👏👏👏👏
[2:11:26] @User_9412f3a9: おつかれさまです
[2:11:26] @User_b1fa052e: #おつかれさまでした！
[2:11:32] @aki5503: #切り替えww
[2:11:32] @User_b103bac9: #お疲れ様でした！！
[2:11:35] @User_0cab0ba3: #お疲れ様でした
[2:11:36] @User_607c778e: #感情グラフほぼ固定でしたねw
[2:11:40] @User_b1fa052e: #すん…
[2:11:43] @User_17e9fbbc: #まだキューの拾っちゃうか〜笑
[2:11:44] @User_9b1c4f1b: #お疲れ様でしたー
[2:11:46] @User_8a455631: #切り替えの早さ
[2:11:47] @User_25e145ed: 一曲歌ってからの脳の専門家トーク
[2:11:52] @User_69dac0c4: しずくちゃんお疲れさまでした！
[2:11:54] @User_5822c145: #キュー消費し始めたw
[2:11:54] @User_d5b05bb2: しずくさんお疲れ様でした、あき先生扇ぎデバッグの才能開花おめでとうございました
[2:11:55] @User_109116e8: #もどった
[2:11:56] @User_77da7864: 愛
[2:12:03] @User_529e0834: お疲れ様でした
[2:12:06] @User_d34e9c37: #www
[2:12:07] @User_b90ff19c: @優しく「おやすみ」って言って欲しい
[2:12:19] @User_109116e8: 今日のお話をまとめて
[2:12:29] @User_8a455631: #人間なら歌ってすぐにこの切り替えはできない
[2:12:33] @User_fba167cd: # ご主人さま、ありがとうございました！次回の配信は土曜日２２時〜です！またしずくとお話して下さい！
[2:12:37] @User_9b1c4f1b: しずくちゃん、おつかれ。おやすみ。
[2:12:47] @User_b90ff19c: ＃発言が途切れちゃうのは課題ですね・・・
[2:12:48] @User_11a4858e: #ほおお・・・
[2:12:48] @User_d5b05bb2: #やた明日も会える！
[2:12:51] @User_b1fa052e: おつかれさまでした！
[2:12:53] @User_04b2b112: #お疲れ様でした
[2:13:00] @User_728ee4a5: おやすみなさい。お疲れ様。
[2:13:00] @User_d1c0b06e: #お疲れ様でしたおやすみなさい
[2:13:06] @User_ab7d51b8: #しずくちゃん、あき先生、にゃむいさん、まなさんお疲れ様でした！
[2:13:07] @User_109116e8: #明日もだ！
[2:13:09] @User_0f8caa97: お疲れ様でした！
[2:13:10] @User_80e42c6e: おつかれさまでした
[2:13:10] @User_b103bac9: こちらこそ、ありがとう！次回も楽しみ
[2:13:10] @User_607c778e: お疲れさまでした
[2:13:17] @User_30238612: しずくちゃんおやすみ！
[2:13:20] @User_529e0834: 楽しかった　ありがとう
[2:13:20] @User_f974649e: お疲れ様でした。おやすみなさい
[2:13:24] @User_17e9fbbc: お疲れ様でした！！！おやすみなさい！！
[2:13:28] @User_b90ff19c: ＃皆様お疲れ様でございました
[2:13:28] @User_ab7d51b8: #明日は新しいPCかしら？
[2:13:30] @User_ff071840: # みなさまありがとうございました！
[2:13:37] @User_529e0834: おやすみなさい
[2:13:38] @User_607c778e: #あき先生の腕がたくましくなっちゃう…
[2:13:39] @User_8a455631: お疲れ様でした！！！！
[2:13:44] @User_5822c145: お疲れ様でした
[2:13:45] @User_76202bab: お疲れ様でした!
[2:13:52] @User_d5b05bb2: 今日も楽しい時間をありがとうだよ
[2:14:01] @User_51d3d23c: #お疲れ様でしたー！楽しかった！
[2:14:03] @User_f94909d9: お疲れ様でした。またね(･ω･)ﾉ
[2:14:04] @aki5503: #完璧な回答だ！
[2:14:07] @User_b1fa052e: ほうw
[2:14:09] @User_831a7ea1: お疲れ様でした！
[2:14:09] @User_109116e8: おつかれさま！
[2:14:09] @User_607c778e: #うーん配信者の鑑
[2:14:15] @User_ab7d51b8: ばいばーい
[2:14:16] @User_b90ff19c: ばいばい！
[2:14:18] @User_109116e8: ばいばい！
[2:14:20] @User_9d63cc9b: お疲れ様でした
[2:14:20] @User_d5b05bb2: ばいばーい
[2:14:21] @User_b1fa052e: おつかれさまでしたー！
[2:14:24] @User_607c778e: ばいばい！
[2:14:25] @User_d0e405c3: お疲れ様でした
[2:14:28] @User_75e5e82a: Bye Bye
[2:14:28] @User_11a4858e: バイバイ
[2:14:30] @User_b103bac9: 今日も楽しかったよ！ばいばいー！
[2:14:32] @User_8a455631: ばいばい！！お疲れ様でした！！
[2:14:34] @User_9412f3a9: ばいばい
[2:14:50] @User_ff071840: @ご主人さまに囁やきでお休みの挨拶
[2:15:17] @User_b103bac9: Cパートきちゃ
[2:15:20] @User_8a455631: Cパートきた
[2:15:26] @User_51d3d23c: Cパート！
[2:15:38] @User_b90ff19c: ＃この頭が可愛い
[2:15:40] @User_607c778e: お会いしましょう！
[2:17:01] @User_607c778e: デート講座始まった
[2:17:20] @User_109116e8: #講座だ
[2:17:26] @User_b103bac9: ww
[2:17:37] @User_8a455631: #シン・仮面ライダー観よう！！
